,Region,ScoreType,BestSource,SourcesSet,Value,IsBest,NbFolds
0,Amazonas,OOS,Colombia & GT,Colombia,-0.08313346012083067,False,40
1,Amazonas,InSample,Colombia & GT,Colombia,0.4586810507254605,False,40
2,Anzoategui,OOS,Colombia & GT,Colombia,-6.372162154373408,False,40
3,Anzoategui,InSample,Colombia & GT,Colombia,0.4422075823221359,False,40
4,Apure,OOS,Colombia & GT,Colombia,-1.3381130599444404,False,40
5,Apure,InSample,Colombia & GT,Colombia,0.43152010056949375,False,40
6,Aragua,OOS,Colombia & GT,Colombia,-0.8222009403250756,False,40
7,Aragua,InSample,Colombia & GT,Colombia,0.3894550749084161,False,40
8,Barinas,OOS,Colombia & GT,Colombia,0.13687282860877115,False,40
9,Barinas,InSample,Colombia & GT,Colombia,0.4117839354897416,False,40
10,Bolivar,OOS,Colombia Border & GT,Colombia,0.02357152827264719,False,40
11,Bolivar,InSample,Colombia Border & GT,Colombia,0.14932693030942826,False,40
12,Carabobo,OOS,Colombia & GT,Colombia,-0.10300368222885514,False,40
13,Carabobo,InSample,Colombia & GT,Colombia,0.44642110760186404,False,40
14,Cojedes,OOS,Colombia & GT by Symptom,Colombia,-0.16955620349487766,False,40
15,Cojedes,InSample,Colombia & GT by Symptom,Colombia,0.2313773757560299,False,40
16,Delta Amacuro,OOS,Colombia Border & GT,Colombia,0.2470146768871609,False,40
17,Delta Amacuro,InSample,Colombia Border & GT,Colombia,0.3368110994140071,False,40
18,Distrito Federal,OOS,Colombia & GT,Colombia,0.024211395036431882,False,40
19,Distrito Federal,InSample,Colombia & GT,Colombia,0.5677514623397366,False,40
20,Falcon,OOS,Colombia & GT,Colombia,-0.1912710183080475,False,40
21,Falcon,InSample,Colombia & GT,Colombia,0.252921949902693,False,40
22,Guarico,OOS,Colombia & GT,Colombia,-0.3660788049246191,False,40
23,Guarico,InSample,Colombia & GT,Colombia,0.2571052379696559,False,40
24,Lara,OOS,Colombia & GT,Colombia,0.025690283284062417,False,40
25,Lara,InSample,Colombia & GT,Colombia,0.5552630708403254,False,40
26,Merida,OOS,Colombia & GT,Colombia,0.0549868833234225,False,40
27,Merida,InSample,Colombia & GT,Colombia,0.6372680400338231,False,40
28,Miranda,OOS,Colombia & GT,Colombia,-0.3672807940065089,False,40
29,Miranda,InSample,Colombia & GT,Colombia,0.6019101752996556,False,40
30,Monagas,OOS,Colombia & GT,Colombia,-1.2187555416633602,False,40
31,Monagas,InSample,Colombia & GT,Colombia,0.32630066929593515,False,40
32,Nueva Esparta,OOS,Colombia & GT,Colombia,-0.4378652009873081,False,40
33,Nueva Esparta,InSample,Colombia & GT,Colombia,0.2226034485735864,False,40
34,Portuguesa,OOS,Colombia & GT by State,Colombia,0.11418906531294593,False,40
35,Portuguesa,InSample,Colombia & GT by State,Colombia,0.2558342434327189,False,40
36,Sucre,OOS,Colombia & GT,Colombia,-1.5721287449101031,False,40
37,Sucre,InSample,Colombia & GT,Colombia,0.5186094805561514,False,40
38,Tachira,OOS,Colombia & GT,Colombia,-0.8091218869605001,False,40
39,Tachira,InSample,Colombia & GT,Colombia,0.7035568013590892,False,40
40,Total,OOS,Colombia & GT by State,Colombia,-0.3211112550448365,False,40
41,Total,InSample,Colombia & GT by State,Colombia,0.5518670497969584,False,40
42,Trujillo,OOS,Colombia & GT,Colombia,-0.2950440328103085,False,40
43,Trujillo,InSample,Colombia & GT,Colombia,0.2559533899256973,False,40
44,Vargas,OOS,Colombia & GT,Colombia,-0.3966008693309073,False,40
45,Vargas,InSample,Colombia & GT,Colombia,0.333580967001888,False,40
46,Yaracuy,OOS,Colombia Border & GT,Colombia,0.15881455333302694,False,40
47,Yaracuy,InSample,Colombia Border & GT,Colombia,0.5232818530604453,False,40
48,Zulia,OOS,Colombia & GT,Colombia,-1.6439108468644426,False,40
49,Zulia,InSample,Colombia & GT,Colombia,0.2980287389735763,False,40
50,Amazonas,OOS,Colombia & GT,Colombia Border & GT,-0.1793247567359102,False,40
51,Amazonas,InSample,Colombia & GT,Colombia Border & GT,0.452487634343298,False,40
52,Anzoategui,OOS,Colombia & GT,Colombia Border & GT,-0.2567170289719489,False,40
53,Anzoategui,InSample,Colombia & GT,Colombia Border & GT,0.5824106855081386,False,40
54,Apure,OOS,Colombia & GT,Colombia Border & GT,0.3353302745087363,False,40
55,Apure,InSample,Colombia & GT,Colombia Border & GT,0.33885408546914186,False,40
56,Aragua,OOS,Colombia & GT,Colombia Border & GT,0.0666958058667686,False,40
57,Aragua,InSample,Colombia & GT,Colombia Border & GT,0.4556758953246543,False,40
58,Barinas,OOS,Colombia & GT,Colombia Border & GT,0.2731133548415057,False,40
59,Barinas,InSample,Colombia & GT,Colombia Border & GT,0.4562599142257935,False,40
60,Bolivar,OOS,Colombia Border & GT,Colombia Border & GT,0.18815231868225327,True,40
61,Bolivar,InSample,Colombia Border & GT,Colombia Border & GT,0.3863915898570508,True,40
62,Carabobo,OOS,Colombia & GT,Colombia Border & GT,0.14588719519783,False,40
63,Carabobo,InSample,Colombia & GT,Colombia Border & GT,0.6084971790200377,False,40
64,Cojedes,OOS,Colombia & GT by Symptom,Colombia Border & GT,0.052315476367588376,False,40
65,Cojedes,InSample,Colombia & GT by Symptom,Colombia Border & GT,0.3312459964790533,False,40
66,Delta Amacuro,OOS,Colombia Border & GT,Colombia Border & GT,0.2538561806752325,True,40
67,Delta Amacuro,InSample,Colombia Border & GT,Colombia Border & GT,0.4703709056524559,True,40
68,Distrito Federal,OOS,Colombia & GT,Colombia Border & GT,0.16826618673916016,False,40
69,Distrito Federal,InSample,Colombia & GT,Colombia Border & GT,0.7670695699915479,False,40
70,Falcon,OOS,Colombia & GT,Colombia Border & GT,0.13815681321603854,False,40
71,Falcon,InSample,Colombia & GT,Colombia Border & GT,0.5367476420958888,False,40
72,Guarico,OOS,Colombia & GT,Colombia Border & GT,0.1092279978224674,False,40
73,Guarico,InSample,Colombia & GT,Colombia Border & GT,0.4536876075712026,False,40
74,Lara,OOS,Colombia & GT,Colombia Border & GT,0.265260706767498,False,40
75,Lara,InSample,Colombia & GT,Colombia Border & GT,0.7016013084602857,False,40
76,Merida,OOS,Colombia & GT,Colombia Border & GT,0.2046393453264408,False,40
77,Merida,InSample,Colombia & GT,Colombia Border & GT,0.6471233789072226,False,40
78,Miranda,OOS,Colombia & GT,Colombia Border & GT,0.3811012426435752,False,40
79,Miranda,InSample,Colombia & GT,Colombia Border & GT,0.7823057462028535,False,40
80,Monagas,OOS,Colombia & GT,Colombia Border & GT,-0.18668208304081715,False,40
81,Monagas,InSample,Colombia & GT,Colombia Border & GT,0.4561556499494209,False,40
82,Nueva Esparta,OOS,Colombia & GT,Colombia Border & GT,0.1710742620804372,False,40
83,Nueva Esparta,InSample,Colombia & GT,Colombia Border & GT,0.4928419558247487,False,40
84,Portuguesa,OOS,Colombia & GT by State,Colombia Border & GT,0.01859883258841844,False,40
85,Portuguesa,InSample,Colombia & GT by State,Colombia Border & GT,0.286019327221836,False,40
86,Sucre,OOS,Colombia & GT,Colombia Border & GT,-0.05395001164591573,False,40
87,Sucre,InSample,Colombia & GT,Colombia Border & GT,0.633739978972975,False,40
88,Tachira,OOS,Colombia & GT,Colombia Border & GT,0.12478849766545085,False,40
89,Tachira,InSample,Colombia & GT,Colombia Border & GT,0.6822343192180702,False,40
90,Total,OOS,Colombia & GT by State,Colombia Border & GT,0.5075056514888422,False,40
91,Total,InSample,Colombia & GT by State,Colombia Border & GT,0.7092704064432199,False,40
92,Trujillo,OOS,Colombia & GT,Colombia Border & GT,0.09566168053796796,False,40
93,Trujillo,InSample,Colombia & GT,Colombia Border & GT,0.552511004402293,False,40
94,Vargas,OOS,Colombia & GT,Colombia Border & GT,-0.520952578425135,False,40
95,Vargas,InSample,Colombia & GT,Colombia Border & GT,0.6398296667023251,False,40
96,Yaracuy,OOS,Colombia Border & GT,Colombia Border & GT,0.2616871919437598,True,40
97,Yaracuy,InSample,Colombia Border & GT,Colombia Border & GT,0.6803497084608603,True,40
98,Zulia,OOS,Colombia & GT,Colombia Border & GT,0.21855763788066904,False,40
99,Zulia,InSample,Colombia & GT,Colombia Border & GT,0.6450905198448142,False,40
100,Amazonas,OOS,Colombia & GT,Colombia & GT,0.047322116298736505,True,40
101,Amazonas,InSample,Colombia & GT,Colombia & GT,0.5061069677250165,True,40
102,Anzoategui,OOS,Colombia & GT,Colombia & GT,-1.2540776955446482,True,40
103,Anzoategui,InSample,Colombia & GT,Colombia & GT,0.7672233279522391,True,40
104,Apure,OOS,Colombia & GT,Colombia & GT,-0.13430827245899635,True,40
105,Apure,InSample,Colombia & GT,Colombia & GT,0.5544500345197538,True,40
106,Aragua,OOS,Colombia & GT,Colombia & GT,-2.261136578020207,True,40
107,Aragua,InSample,Colombia & GT,Colombia & GT,0.7193574361012471,True,40
108,Barinas,OOS,Colombia & GT,Colombia & GT,-0.2904714450940125,True,40
109,Barinas,InSample,Colombia & GT,Colombia & GT,0.5654334404461349,True,40
110,Bolivar,OOS,Colombia Border & GT,Colombia & GT,0.01568291626592988,False,40
111,Bolivar,InSample,Colombia Border & GT,Colombia & GT,0.222641315489287,False,40
112,Carabobo,OOS,Colombia & GT,Colombia & GT,-0.05896636619916795,True,40
113,Carabobo,InSample,Colombia & GT,Colombia & GT,0.6872270231955357,True,40
114,Cojedes,OOS,Colombia & GT by Symptom,Colombia & GT,0.17130520134272342,False,40
115,Cojedes,InSample,Colombia & GT by Symptom,Colombia & GT,0.39733195236476215,False,40
116,Delta Amacuro,OOS,Colombia Border & GT,Colombia & GT,0.31765513303007964,False,40
117,Delta Amacuro,InSample,Colombia Border & GT,Colombia & GT,0.4622735918171594,False,40
118,Distrito Federal,OOS,Colombia & GT,Colombia & GT,0.1833416750017364,True,40
119,Distrito Federal,InSample,Colombia & GT,Colombia & GT,0.8397404749921076,True,40
120,Falcon,OOS,Colombia & GT,Colombia & GT,0.11614954838973167,True,40
121,Falcon,InSample,Colombia & GT,Colombia & GT,0.6036591317242005,True,40
122,Guarico,OOS,Colombia & GT,Colombia & GT,-0.8229899020634222,True,40
123,Guarico,InSample,Colombia & GT,Colombia & GT,0.5087518528282573,True,40
124,Lara,OOS,Colombia & GT,Colombia & GT,0.2163918545356576,True,40
125,Lara,InSample,Colombia & GT,Colombia & GT,0.7179511685235906,True,40
126,Merida,OOS,Colombia & GT,Colombia & GT,-0.3208932222238483,True,40
127,Merida,InSample,Colombia & GT,Colombia & GT,0.7716610082076422,True,40
128,Miranda,OOS,Colombia & GT,Colombia & GT,0.16570176570507167,True,40
129,Miranda,InSample,Colombia & GT,Colombia & GT,0.8291770565056644,True,40
130,Monagas,OOS,Colombia & GT,Colombia & GT,-0.19611237886237776,True,40
131,Monagas,InSample,Colombia & GT,Colombia & GT,0.5577025971697638,True,40
132,Nueva Esparta,OOS,Colombia & GT,Colombia & GT,0.2084945838191823,True,40
133,Nueva Esparta,InSample,Colombia & GT,Colombia & GT,0.6619001386635339,True,40
134,Portuguesa,OOS,Colombia & GT by State,Colombia & GT,0.08117602657042611,False,40
135,Portuguesa,InSample,Colombia & GT by State,Colombia & GT,0.4198903245824539,False,40
136,Sucre,OOS,Colombia & GT,Colombia & GT,-0.12203342676416208,True,40
137,Sucre,InSample,Colombia & GT,Colombia & GT,0.6705310735818344,True,40
138,Tachira,OOS,Colombia & GT,Colombia & GT,0.4669406174360479,True,40
139,Tachira,InSample,Colombia & GT,Colombia & GT,0.7884469251372779,True,40
140,Total,OOS,Colombia & GT by State,Colombia & GT,0.2364157498319448,False,40
141,Total,InSample,Colombia & GT by State,Colombia & GT,0.7340999235706682,False,40
142,Trujillo,OOS,Colombia & GT,Colombia & GT,-0.5211058061635967,True,40
143,Trujillo,InSample,Colombia & GT,Colombia & GT,0.6284203449758106,True,40
144,Vargas,OOS,Colombia & GT,Colombia & GT,-0.5909678299743171,True,40
145,Vargas,InSample,Colombia & GT,Colombia & GT,0.679603729056831,True,40
146,Yaracuy,OOS,Colombia Border & GT,Colombia & GT,0.15391370956106498,False,40
147,Yaracuy,InSample,Colombia Border & GT,Colombia & GT,0.6521019813761555,False,40
148,Zulia,OOS,Colombia & GT,Colombia & GT,0.3702520647024268,True,40
149,Zulia,InSample,Colombia & GT,Colombia & GT,0.7052654296809866,True,40
