year/week,AMAZONAS-CO,ANTIOQUIA-CO,ARAUCA-CO,ATLÁNTICO-CO,BOGOTÁ-CO,BOLÍVAR-CO,BOYACÁ-CO,CALDAS-CO,CAQUETÁ-CO,CASANARE-CO,CAUCA-CO,CESAR-CO,CHOCÓ-CO,CÓRDOBA-CO,CUNDINAMARCA-CO,GUAINÍA-CO,GUAVIARE-CO,HUILA-CO,LAGUAJIRA-CO,MAGDALENA-CO,META-CO,NARIÑO-CO,NORSANTANDER-CO,PUTUMAYO-CO,QUINDIO-CO,RISARALDA-CO,SANANDRÉS-CO,SANTANDER-CO,SUCRE-CO,TOLIMA-CO,VALLE-CO,VAUPÉS-CO,VICHADA-CO,Dengue-AmazonasGT-VE,Dengue-AnzoateguiGT-VE,Dengue-ApureGT-VE,Dengue-AraguaGT-VE,Dengue-BarinasGT-VE,Dengue-BolívarGT-VE,Dengue-CapitalDistrictGT-VE,Dengue-CaraboboGT-VE,Dengue-CojedesGT-VE,Dengue-DeltaAmacuroGT-VE,Dengue-FalcónGT-VE,Dengue-GuáricoGT-VE,Dengue-LaraGT-VE,Dengue-MéridaGT-VE,Dengue-MirandaGT-VE,Dengue-MonagasGT-VE,Dengue-NuevaEspartaGT-VE,Dengue-PortuguesaGT-VE,Dengue-SucreGT-VE,Dengue-TáchiraGT-VE,Dengue-TrujilloGT-VE,Dengue-VargasGT-VE,Dengue-YaracuyGT-VE,Dengue-ZuliaGT-VE,DolorCabeza-AraguaGT-VE,DolorCabeza-BolívarGT-VE,DolorCabeza-CapitalDistrictGT-VE,DolorCabeza-CaraboboGT-VE,DolorCabeza-LaraGT-VE,DolorCabeza-MirandaGT-VE,DolorCabeza-ZuliaGT-VE,DolorGarganta-CapitalDistrictGT-VE,DolorGarganta-ZuliaGT-VE,DoloresArticularesGT-VE,DoloresMusculares-CapitalDistrictGT-VE,Fiebre-AnzoateguiGT-VE,Fiebre-ApureGT-VE,Fiebre-AraguaGT-VE,Fiebre-BarinasGT-VE,Fiebre-BolívarGT-VE,Fiebre-CapitalDistrictGT-VE,Fiebre-CaraboboGT-VE,Fiebre-CojedesGT-VE,Fiebre-FalcónGT-VE,Fiebre-GuáricoGT-VE,Fiebre-LaraGT-VE,Fiebre-MéridaGT-VE,Fiebre-MirandaGT-VE,Fiebre-MonagasGT-VE,Fiebre-NuevaEspartaGT-VE,Fiebre-PortuguesaGT-VE,Fiebre-SucreGT-VE,Fiebre-TáchiraGT-VE,Fiebre-TrujilloGT-VE,Fiebre-VargasGT-VE,Fiebre-YaracuyGT-VE,Fiebre-ZuliaGT-VE,Nausea-AraguaGT-VE,Nausea-BolívarGT-VE,Nausea-CapitalDistrictGT-VE,Nausea-CaraboboGT-VE,Nausea-LaraGT-VE,Nausea-ZuliaGT-VE,Vomito-AnzoateguiGT-VE,Vomito-AraguaGT-VE,Vomito-BarinasGT-VE,Vomito-BolívarGT-VE,Vomito-CapitalDistrictGT-VE,Vomito-CaraboboGT-VE,Vomito-FalcónGT-VE,Vomito-GuáricoGT-VE,Vomito-LaraGT-VE,Vomito-MéridaGT-VE,Vomito-MirandaGT-VE,Vomito-MonagasGT-VE,Vomito-NuevaEspartaGT-VE,Vomito-PortuguesaGT-VE,Vomito-SucreGT-VE,Vomito-TáchiraGT-VE,Vomito-TrujilloGT-VE,Vomito-VargasGT-VE,Vomito-YaracuyGT-VE,Vomito-ZuliaGT-VE,Dengue-AntioquiaGT-CO,Dengue-AtlanticoGT-CO,Dengue-BogotaGT-CO,Dengue-BolivarGT-CO,Dengue-BoyacaGT-CO,Dengue-CaldasGT-CO,Dengue-CasanareGT-CO,Dengue-CaucaDepartmentGT-CO,Dengue-CesarGT-CO,Dengue-CordobaGT-CO,Dengue-CundinamarcaGT-CO,Dengue-HuilaGT-CO,Dengue-LaGuajiraGT-CO,Dengue-MagdalenaGT-CO,Dengue-MetaGT-CO,Dengue-NarinoGT-CO,Dengue-NorthSantanderGT-CO,Dengue-QuindioGT-CO,Dengue-RisaraldaGT-CO,Dengue-SantanderDepartmentGT-CO,Dengue-SucreGT-CO,Dengue-TolimaGT-CO,Dengue-ValledelCaucaGT-CO,DolorCabeza-AntioquiaGT-CO,DolorCabeza-AtlanticoGT-CO,DolorCabeza-BogotaGT-CO,DolorCabeza-BolivarGT-CO,DolorCabeza-BoyacaGT-CO,DolorCabeza-CaldasGT-CO,DolorCabeza-CasanareGT-CO,DolorCabeza-CesarGT-CO,DolorCabeza-CordobaGT-CO,DolorCabeza-CundinamarcaGT-CO,DolorCabeza-HuilaGT-CO,DolorCabeza-MagdalenaGT-CO,DolorCabeza-MetaGT-CO,DolorCabeza-NarinoGT-CO,DolorCabeza-QuindioGT-CO,DolorCabeza-RisaraldaGT-CO,DolorCabeza-SucreGT-CO,DolorCabeza-TolimaGT-CO,DolorGarganta-AntioquiaGT-CO,DolorGarganta-AtlanticoGT-CO,DolorGarganta-BogotaGT-CO,DolorGarganta-BolivarGT-CO,DolorGarganta-CundinamarcaGT-CO,DolorGarganta-NorthSantanderGT-CO,DolorGarganta-RisaraldaGT-CO,DolorGarganta-SantanderDepartmentGT-CO,DolorGarganta-ValledelCaucaGT-CO,DolorMuscularGT-CO,DolorMusculo-BogotaGT-CO,DolorMusculo-CundinamarcaGT-CO,DolorOjos-BogotaGT-CO,Fiebre-AntioquiaGT-CO,Fiebre-AraucaGT-CO,Fiebre-AtlanticoGT-CO,Fiebre-BogotaGT-CO,Fiebre-BolivarGT-CO,Fiebre-BoyacaGT-CO,Fiebre-CaldasGT-CO,Fiebre-CaquetáGT-CO,Fiebre-CasanareGT-CO,Fiebre-CaucaDepartmentGT-CO,Fiebre-HuilaGT-CO,Fiebre-LaGuajiraGT-CO,Fiebre-MagdalenaGT-CO,Fiebre-MetaGT-CO,Fiebre-NarinoGT-CO,Fiebre-NorthSantanderGT-CO,Fiebre-PutumayoGT-CO,Fiebre-QuindioGT-CO,Fiebre-RisaraldaGT-CO,Fiebre-SanAndrésandProvidenciaGT-CO,Fiebre-SantanderDepartmentGT-CO,Fiebre-SucreGT-CO,Fiebre-TolimaGT-CO,Fiebre-ValledelCaucaGT-CO,Nausea-AntioquiaGT-CO,Nausea-AtlanticoGT-CO,Nausea-BogotaGT-CO,Nausea-CundinamarcaGT-CO,Nausea-MetaGT-CO,Nausea-SantanderDepartmentGT-CO,Nausea-ValledelCaucaGT-CO,Vomito-AntioquiaGT-CO,Vomito-AtlanticoGT-CO,Vomito-BogotaGT-CO,Vomito-BolivarGT-CO,Vomito-BoyacaGT-CO,Vomito-CaldasGT-CO,Vomito-CasanareGT-CO,Vomito-CaucaDepartmentGT-CO,Vomito-CesarGT-CO,Vomito-CordobaGT-CO,Vomito-CundinamarcaGT-CO,Vomito-HuilaGT-CO,Vomito-LaGuajiraGT-CO,Vomito-MagdalenaGT-CO,Vomito-MetaGT-CO,Vomito-NarinoGT-CO,Vomito-NorthSantanderGT-CO,Vomito-QuindioGT-CO,Vomito-RisaraldaGT-CO,Vomito-SantanderDepartmentGT-CO,Vomito-SucreGT-CO,Vomito-TolimaGT-CO,Vomito-ValledelCaucaGT-CO
7/30/2006,0,41,28,17,6,12,3,7,15,49,10,32,0,42,14,2,15,14,0,19,21,3,141,2,21,47,0,135,46,1,21,0,20,0,3.937399801,0,0,0,0,1.980237736,0,0,0,0.2892139567,0,2.551123877,10.43697444,0,0,9.667137892,0.01222891325,0,0.0009601445014,9.514065093,0,0,7.049770008,0,0.0004238920364,4.67756633,0,2.324378656,0,0,8.225867119,0,7.913491411,5.553304759,4.195079693,0,0.06905598682,0.01480174789,0,6.066235565,0.1237735335,0,0,0,4.299583541,0,0,0,0.01030228976,0,5.887472296,0,0,0,0,8.170984672,0,0,2.024490004,0,0,0,0.9795470083,0,0,9.88E-05,7.130387217,0,0.02955968475,0,0.05500195854,0,0.001556491825,0,0,0,0,0,0.09206580674,0,0,0.005216793385,4.890553122,9.54916083,0,2.418809818,0.000105493099,0.1257063262,0.001556504933,0,0,3.28E-05,3.331455439,0,0,1.34E-05,0,0,0,0.0008445315516,0,7.575551746,1.89E-05,0,10.37140496,4.767758453,21.1954046,0,0.00540747421,0,0.002773942409,0,0.001107285658,0.001069590651,1.062807286,0,0,0,0.0001652787643,0.001039449375,0,0,0.0006359418765,0,0.006751831975,0,0.0005530998121,1.565126416,0.0009524346401,0,16.90814079,0,6.626533724,0,2.464205754,0,1.487941144,0,1.221040213,0,0,0,0.2248914395,0,0.001178146329,0,0.2039199526,0,0.0001600506664,0.06194161593,0,0.0003164028159,0,0,0,0,0.8577987974,0,0,2.08948562,9.977775134,0,0,5.087735519,0,0.02678415035,20.11399534,4.9695917,0,0,0.9314850803,0.001740396516,0,0,0,0.0004801842296,0.001197919514,3.766315309,0,0,0,19.63108273,0,0.001247911119,0,0.0004528468357,15.73693905,0,0.0001164589311,0
8/6/2006,0,55,9,46,7,7,1,5,4,46,2,23,4,50,18,1,3,36,1,5,24,0,122,3,18,41,0,185,26,1,30,0,22,0,4.061502363,0,0,0,0,1.576910719,0,0,0,0.2833636752,0,2.45732177,10.18183887,0,0,9.551730026,0.01256298086,0,0.0002716738656,10.19130477,0,0,6.925468936,0,0.0003760424959,4.647029204,0,2.283395373,0,0,8.380327412,0,7.167137972,5.123963366,2.237652641,0,0.05758147885,0.01383239903,0,5.037104434,0.3202603299,0,0,0,4.340757038,0,0,0,0.002778101206,0,11.32106775,0,0,0,0,8.151366253,0,0,1.969225877,0,0,0,14.65667123,0,0,9.59E-05,4.951031247,0,0.02801543744,0,0.05344705352,0,0.001470380642,0,0,0,0,0,0.08688408585,0,0,0.00475093021,4.694826699,10.02140253,0,4.979913696,0.0001024159201,0.07377771171,0.001511153684,0,0,3.03E-05,3.302018188,0,0,1.30E-05,0,0,0,0.0008189288999,0,7.330150666,1.84E-05,0,11.33316918,4.238431982,14.90742368,0,0.005285470657,0,0.002850278015,0,0.001073674419,0.001037134561,1.646746655,0,0,0,0.0001600297909,0.001007885466,0,0,0.0006166540091,0.1696040185,0.006289936097,0,0.0005211219269,1.581847383,0.0009247217572,0,9.220612116,0,4.999211043,0,2.526791859,0,1.531378843,0,1.17664098,0,0,0,17.3293258,0,0.001144347703,0,14.83638676,0,0.0001552099356,0.06731487718,0,0.0002931425238,0,0,0,0,0.860653018,0,0,1.818910251,10.21096958,0,0,4.260278,0,0.01613288719,10.84836317,4.714194525,0,0,0.6311366273,0.001689728266,0,0,0,0.0004656146073,0.001161564864,3.712112253,0,0,0,10.86011923,0,0.001210055614,0,0.0001980350467,12.01582048,0,0.0001128309321,0
8/13/2006,0,40,13,36,4,0,3,7,11,43,1,18,4,55,18,0,12,50,0,3,22,0,174,2,21,41,0,182,19,0,34,0,46,0,4.178828311,0,0,0,0,1.311834407,0,0,0,0.2420665752,0,2.56967205,9.908663472,0,0.06573928241,9.446106495,0.01256347334,0,0,10.22288927,0,0,6.811105397,0,0.000326970478,4.599319038,0,2.242949301,0,0,8.541255871,0,6.512887792,4.631414272,0.5908242447,0,0.04679372151,0.01239606903,0,4.199638881,0.4349471743,0,0,0,4.399185203,0,0,0,0,0,15.07176351,0,0,0,0,8.17112701,0,0,1.917234039,0,0,0,20.47085771,0,0,9.30E-05,3.146151344,0,0.02563542653,0,0.051365201,0,0.001379658082,0,0,0,0,0,0.08181642655,0,0,0.00425146593,4.521798818,10.56229751,0,7.071211307,9.92E-05,0.0269614539,0.001464207996,0,0,2.77E-05,3.26331224,0,0,1.26E-05,0.05293787901,0,0,0.0007924395227,0,6.912951033,1.78E-05,0,11.80226626,3.848328878,9.19070222,0,0.004698477578,0,0.002854326738,0,0.001038899638,0.001003554776,2.234773063,0,0,0,0.0001546020962,0.0009752290405,0.160803553,0,0.0005966982366,0.2922925469,0.005610152663,0,0.0004874544958,1.579440056,0.0008960340475,0,2.395717857,0,3.497780161,0,2.592880325,0,1.600838264,0,1.141393362,0,0,0,23.51492774,0,0.001109353682,0,19.88826463,0,0.0001502014043,0.07048582111,0,0.000269249362,0,0,0,0,0.8735995774,0,0,1.576038385,10.47271253,0,0,3.940967,0,0.006637080205,2.635607651,4.445574524,0.01183785208,0,0.2603446354,0.001637278093,0,0,0,0.0004505405395,0.001123951602,3.640084172,0,0,0,3.052221562,0,0.001170889328,0,0,8.612846499,0,0.000109078537,0
8/20/2006,0,60,8,28,6,8,1,9,13,22,2,35,2,43,11,1,6,26,0,6,10,2,124,4,20,27,0,200,22,0,21,0,50,0,4.289377643,0,0,0,0,1.1850088,0,0,0,0.1653226569,0,2.888174715,9.617448252,0,0.2637272427,9.350267298,0.0122303907,0,0,9.335926167,0,0,6.706679391,0,0.0002766759828,4.534435832,0,2.20304044,0,0,8.708652497,0,6.252563401,4.075657477,0,0,0.0366927148,0.0104927579,0,3.699086085,0.4678340666,0,0,0,4.474868035,0.09578199586,0,0,0,0,16.07816021,0,0,0,0,8.230266944,0,0,1.868514489,0,0,0,23.79240844,0,0,9.00E-05,2.082005844,0,0.02241965201,0,0.04875640098,0,0.001284324144,0,0,0,0,0.1377473816,0.07686282882,0,0,0.003718400545,4.371469481,11.17184575,0,8.292012788,9.59E-05,0,0.001415667869,0,0,2.51E-05,3.215337593,0.1254071507,0,1.22E-05,0.382470261,0,0,0.0007650634202,0.008698321237,6.323952847,1.72E-05,0,11.51102381,3.597449143,5.474360146,0,0.003646494974,0,0.002786088577,0,0.001002961315,0.000968851298,2.634841964,0,0,0,0.0001489956801,0.0009414800997,0.2989153754,0,0.0005760745588,0.3536876504,0.004712481673,0,0.0004520975188,1.557904437,0.000866371511,0,0,0,2.428287969,0,2.66247115,0,1.696319407,0,1.115297359,0,0,0,25.1086251,0,0.001073164265,0,21.11117438,0,0.0001450250725,0.07145444772,0,0.0002447233304,0,0,0.05000430746,0,0.8966384754,0,0,1.418703726,10.763004,0,0,4.12980252,0,0,0,4.163731697,0.039614043,0,0.01110018537,0.001583045995,0,0,0,0.0004349620261,0.001085079728,3.550231064,0,0,0,0,0,0.001130412259,0,0,6.455729897,0,0.0001052017457,0.02612632438
8/27/2006,0,53,7,38,3,9,3,12,2,58,0,30,8,53,18,0,3,44,0,2,8,0,139,4,27,27,0,169,20,1,12,0,25,0,4.393150359,0,0,0,0,1.196433898,0,0,0,0.05313192011,0.1416600165,3.412829767,9.308193209,0,0.3792582375,9.264212435,0.01156373293,0,0,7.529878273,0,0,6.612190918,0,0.0002251590103,4.452379587,0,2.163668788,0,0,8.882517289,0,6.386758937,3.456692982,0,0,0.02727845874,0.008122465633,0,3.535731967,0.4189210068,0,0,0,4.567805536,0.4057943828,0.2245995683,0,0,0.1471640928,14.33816846,0,4.377785136,0,0,8.328786055,0,0,1.823067227,0,0,0,24.61911219,0,0,8.69E-05,1.759315726,0,0.01836811389,0,0.04562065346,0,0.00118437883,0,0,0,0,0.660131978,0.07202329268,0,0,0.003151734055,4.243838686,11.85004727,0,8.641529377,9.25E-05,0,0.001365533302,0,0,2.23E-05,3.158094249,0.4224095713,0,1.18E-05,0.5226915625,0,0,0.0007368005923,0.02515107231,5.563156109,1.65E-05,0,10.45891492,3.485792776,3.76121068,0,0.002129522844,0,0.002645563533,0,0.0009658594507,0.000933024126,2.846575318,0,0,0,0.0001432105426,0.0009066386431,0.4046140733,0,0.0005547829759,0.3537893291,0.003596923127,0,0.0004150509957,1.517240526,0.0008357341478,0,0,0,1.791336922,0,2.735564336,0,1.817822273,0,1.098352972,0,2.011550152,0,22.10683672,0,0.001035779452,0.3861816178,18.50219262,0,0.0001396809402,0.07022075702,0,0.0002195644292,0,0,0.1312714962,0,0.9297697121,0,0,1.347020121,11.08184397,0,0,4.82678456,0,0,0,3.868666044,0.06704031376,0,0,0.001527031974,0,0,0,0.0004188790672,0.001044949243,3.442552931,0,0,0,0,0,0.001088624409,0,0,5.546296881,0,0.0001012005584,0.2010626962
9/3/2006,0,39,8,51,10,12,4,8,6,34,0,21,9,36,13,0,0,56,0,2,7,0,160,1,28,30,0,141,12,0,17,0,17,0,4.490146461,0,0,0,0,1.346109702,0.2210183116,0,0,0,0.4236135017,4.139151401,8.983212382,0,0.5082532625,9.187941907,0.01056350004,0,0,4.82828281,0,0,6.527639977,0,0.0001724195604,4.353150303,0,2.124834347,0,0,9.057215203,0,6.900562016,2.778078143,0,0,0.01855095331,0.005285192239,0,3.705527543,0.288207995,0,0,0,4.677997704,0.4068774165,0.2424655115,0,0,0.3592828215,9.908144317,0,12.03667413,0,0,8.466684342,0,0,1.780892253,0,0,0,22.99403005,0,0,8.36E-05,2.16379537,0,0.01348081216,0,0.04195795844,0,0.001079822138,0,0,0,0,0.646013933,0.06729781812,0,0,0.00255146646,4.138906435,12.5854407,0,8.132735161,8.90E-05,0,0.001313804296,0,0,1.96E-05,3.092487079,0.426232396,0,1.14E-05,0.6752661351,0,0,0.0007076510391,0.04447096352,4.63454813,1.59E-05,0,8.660996286,3.513359777,4.021450605,0,0.0001475611888,0,0.002432751605,0,0.0009275940449,0.0008960732602,2.870768692,0,0,0,0.0001372466837,0.0008707046707,0.5182651864,0,0.0005328234879,0.2925975829,0.002263477026,0,0.0003763149267,1.457448321,0.0008041219578,0.006129358968,0,0,1.582153345,0,2.812159882,0,1.96378299,0,1.0905602,0,6.095094121,0,14.60759132,0,0.0009971992432,0.4092633159,12.14368148,0,0.0001341690074,0.066784749,0,0.0001937726581,0,0,0.2256715037,0,0.9729932875,0,0,1.359487407,11.42923244,0,0,6.01536087,0,0,0,3.560377566,0.09411666435,0,0,0.001469236028,0,0,0.001473679599,0.0004022916628,0.001003560146,3.317049771,0,0,0,0,0,0.001045525778,0,0,5.864739254,0,9.71E-05,0.409256518
9/10/2006,0,44,6,66,5,11,2,11,2,23,0,30,0,35,18,1,0,57,0,2,10,0,185,4,25,17,1,137,18,0,5,0,10,0,4.580365947,0,0,0,0,1.63403621,1.038551894,0,0,0,0.5589079383,4.918941933,8.718954748,0.02294729538,0.4236956118,9.121455713,0.00922969202,0,0,2.008739885,0,0,6.453026569,0,0.0001184576332,4.236747978,0,2.086537116,0,0,9.046581096,0,7.301311679,2.157337477,0,0,0.01051019851,0.001980937713,0,4.074706398,0.07569503112,0,0,0,4.80544454,0.2521848762,0.1526808115,0,0,0.4620148607,4.649925017,0.07980353108,19.17549657,0,0,8.643961806,0,0,1.741989566,0,0,0,20.33977304,0,0,8.03E-05,2.823490142,0,0.007757746837,0,0.03776831593,0,0.0009706540694,0,0,0,0,0.3664532281,0.06268640513,0,0,0.00191759776,4.056672726,12.99937669,0,7.194255455,8.54E-05,0,0.001260480851,0,0,1.67E-05,3.048410389,0.2779940334,0,1.09E-05,0.5984211048,0,0,0.0006776147604,0.06665799488,3.669857865,1.52E-05,0,6.614696382,3.680150145,5.270469858,0,0,0,0.002147652793,0,0.0008881650975,0.0008579987006,2.733705218,0,0,0,0.0001311041034,0.0008336781826,0.4152033952,0,0.0005101960947,0.1701124119,0.0007121433698,0,0.0003358893117,1.378527825,0.000771534941,0.01579532014,0,0,1.643029151,0,2.892257788,0,2.082535876,0,1.091919043,0,10.09294214,0,5.849467219,0,0.0009574236383,0.23283047,4.75664206,0,0.000128489274,0.06114642366,0,0.0001673480174,0,0,0.3332043301,0,1.026309202,0,0,1.406544686,11.80516943,0,0,7.148694163,0,0,0,3.238866263,0.1208430948,0,0,0.001409658158,0,0,0.004592773885,0.0003851998128,0.0009609124371,3.173721586,0,0,0,0,0,0.001001116364,0,0,6.756652923,0,9.28E-05,0.6507077897
9/17/2006,0,58,5,12,7,12,4,15,6,20,0,52,7,36,19,0,1,46,0,0,14,1,244,3,32,43,0,159,18,0,18,0,3,0,4.663808818,0,0,0,0.01286046882,2.060213423,1.395319883,0,0,0,0.2934036059,5.573599897,8.607553324,0.1245042486,0,9.064753853,0.007562308876,0,0,0.008379671969,0,0,6.388350694,0,6.33E-05,4.103172614,0,2.048777095,0,0,8.626256751,0,6.995274142,1.736106476,0.006682692801,0,0.003156194358,0,0,4.482059006,0,0,0.009064998636,0.002494554544,4.950146044,0.126291103,0.08063827447,0,0,0.5061069147,0.8073166249,0.3446873941,22.24114919,0,0,8.860618446,0,0,1.706359168,0,0,0,18.3708107,0,0,7.69E-05,3.169620637,0,0.001198917907,0,0.03305172591,0,0.0008568746235,0,0,0,0,0.1481196842,0.05818905374,0,0,0.001250127955,3.997137561,12.63552333,0,6.342651041,8.17E-05,0,0.001205562966,0,0,1.38E-05,3.061891507,0.147764314,0,1.04E-05,0.0007822118807,0,0,0.0006466917563,0.0917121664,2.827839382,1.45E-05,0,4.919494606,3.986163882,6.321658779,0,0,0,0.001790267098,0,0.0008475726086,0.0008188004472,2.467060197,0,0,0,0.0001247828018,0.0007955591788,0,0,0.0004869007963,0,0,0,0.0002937741507,1.280479035,0.0007379730974,0.01649996293,0,0.08527425101,1.783901342,0,2.975858055,0,2.111815677,0,1.102429501,0,12.2682767,0,0,0,0.0009164526374,0.1009710311,0,0,0.0001226417401,0.053305781,0,0.0001402905069,0,0,0.4538699752,0,1.089717454,0,0,1.428463297,12.20965493,0,0,7.567759681,0,0,0,2.904132133,0.147219605,0,0,0.001348298364,0,0,0.008126786374,0.0003676035172,0.0009170061167,3.012568374,0,0,0,0,0,0.0009553961688,0,0,7.433378241,0,8.85E-05,0.9254165115
9/24/2006,0,53,4,43,5,8,8,16,1,24,0,43,2,13,20,0,0,49,0,1,16,0,280,4,21,17,3,169,31,0,23,0,3,0,4.740475073,0,0,0,0.03822052826,2.624641342,1.266502176,0,0,0,0,6.092492275,8.654493239,0.2483664245,0,9.017836328,0.005561350607,0,0,0,0,0,6.333612352,0,6.87E-06,3.952424211,0,2.011554285,0,0,7.782885026,0,5.947101535,1.522817391,0.1757378302,0,0,0,0,4.917987778,0,0,0.02124938455,0.005028678068,5.112102216,0.04018470899,0.03380314657,0,0,0.4945801827,0,0.458648894,21.0220984,0,0,9.116654263,0,0,1.674001058,0,0,0,17.18921379,0,0,7.33E-05,3.168324641,0,0,0,0.02780818839,0,0.0007384838003,0,0,0,1.00E-05,0.01046155111,0.05380576392,0,0,0.0005490570452,3.960300938,11.46671294,0,5.608675304,7.78E-05,0,0.001149050642,0,0,1.08E-05,3.135075316,0.04566832547,0,9.97E-06,0,0,0,0.0006148820269,0.1196334781,2.117944084,1.38E-05,0,3.611080894,4.431400987,7.104372699,0,0,0,0.001360594519,0,0.0008058165781,0.0007784785,2.072719414,0,0,0,0.0001182827789,0.0007563476592,0,0,0.0004629375927,0,0,0,0.0002499694437,1.163301953,0.0007034364271,0.01721531836,0.4940347717,0.2468482201,1.99345454,0,3.062960681,0,2.047915436,0,1.122091575,0,12.51769657,0,0,0,0.0008742862406,0.02821674712,0,0,0.0001166264057,0.04326282103,0,0.0001126001267,0,0,0.5876684392,0,1.163218046,0,0,1.421687302,12.64268893,0,0,7.233322463,0,0,0.6372722734,2.556175178,0.1732461951,0,0,0.001285156646,0,0,0.01207571707,0.0003495027761,0.0008718411845,2.833590137,0,0,0,0.4259610971,0,0.0009083651919,0,0,7.847962449,0,8.40E-05,1.233382683
10/1/2006,0,57,4,20,6,7,10,17,8,23,0,37,11,25,19,3,0,83,0,0,21,0,196,4,46,23,0,138,30,0,35,0,5,0,4.810295515,0,0,0,0.06670571305,3.327159607,0.652490067,0,0,0,0,6.475642408,8.85965928,0.3943671213,0,8.980703137,0.003226817212,0,0,0,0,0,6.288811543,0,0,3.784524605,0.001479076242,1.974868685,0,0.004012404867,6.516895384,0,4.15747904,1.517351701,0.2034419341,0,0,0,0,5.382404247,0,0,0.03478825277,0.007323037512,5.291246887,0,0.0121627472,0,0,0.4273293081,0,0.4217737559,15.52164321,0,0,9.41171282,0,0,1.644915236,0,0.005073209765,0,16.7945776,0,0,6.97E-05,2.819908403,0,0,0,0.02203770338,0,0.0006154816,0,0,0,0.0001970301613,0,0.04953653568,0,0,0,3.946153292,9.493678705,0,4.99230441,7.39E-05,0,0.001090943878,0,0,7.73E-06,3.26788367,0,0,9.48E-06,0,0,0,0.0005821855721,0.1503586875,1.540378423,1.31E-05,0,2.689717032,5.015605905,7.618465254,0,0,0,0.000858635057,0,0.000762897006,0.000737032859,1.55090953,0,0,0,0.0001116040345,0.0007160436239,0,0,0.000438306484,0,0,0,0.0002044751908,1.027038944,0.00066792493,0.01794138643,0.7310093496,0.3025805025,2.271628573,0,3.153547493,0,1.89089478,0,1.150905264,0,10.84261488,0,0,0,0.0008309244479,0.01453302277,0,0,0.0001104432708,0.03101754375,0,8.43E-05,0,0,0.734580682,0,1.246793641,0,0,1.386233555,13.10397093,0,0,6.146194006,0,0,0.946854749,2.195206322,0.1988582706,0,0.005228939603,0.001220233004,0,0,0.01643956596,0.0003308975895,0.0008254176406,2.636809779,0,0,0,0.7029058079,0,0.0008600234332,0,0,8.00054011,0,7.93E-05,1.574579872
10/8/2006,0,81,8,63,7,4,0,0,13,46,0,17,5,25,32,0,0,79,0,3,22,0,150,3,38,25,5,149,20,0,23,0,4,0,4.83811747,0,0,0,0.09831602322,4.08630605,0,0,0,0,0,6.73490833,9.164523797,0.4778217651,0,8.953354281,0.000558708692,0,0,0,0,0,6.253948267,0,0,3.610567292,0.004406939863,1.938720295,0,0.008198383891,5.046454434,0,1.974479118,1.659500427,0.1286978602,0,0,0,0,5.830367938,0,0,0.0496816033,0.009377632877,5.453966487,0,0.009275345529,0,0,0.250833097,0,0.2776102867,7.415677877,0,0,9.564724713,0,0,1.619101703,0,0.02703262434,0,16.98132198,0,2.82E-05,6.60E-05,2.279947887,0,0,0,0.01574027086,0,0.0004878680226,0,0,0,0.0001974775314,0,0.04538136903,0,0,0,3.949835128,7.088865593,0,4.481430571,6.99E-05,0,0.001031242675,0,0,4.60E-06,3.420618402,0,0,8.97E-06,0,0,0,0.0005486023919,0.1517606666,1.200019752,1.24E-05,0,2.288389697,5.608956674,7.789583039,0,0,0,0.000284388711,0,0.0007188138923,0.0006944635242,1.016774046,0,0,0,0.0001047465688,0.0006746470728,0,0,0.0004130074701,0,0,0,0.0001572913919,0.8932115331,0.0006314386061,0.01867816714,0.5818085065,0.3435831746,2.587856648,0,3.238385556,0,1.671042903,0,1.188870569,0,7.960906214,0,0,0,0.0007863672592,0.04234548477,0,0,0.0001040923354,0.01656994914,0,5.53E-05,0,0,0.8849343923,0,1.331637926,0,0,1.330664725,13.44084291,0,0,4.718615262,0,0,0.7793563176,1.928375221,0.1912418254,0,0.002418233651,0.001153527437,0,0,0.02121833306,0.0003117879574,0.0007777354851,2.433863457,0,0,0,0.5676026408,0,0.0008103708928,0,0,7.959469439,0,7.46E-05,1.935580368
