year/week,AMAZONAS-CO,ANTIOQUIA-CO,ARAUCA-CO,ATLÁNTICO-CO,BOGOTÁ-CO,BOLÍVAR-CO,BOYACÁ-CO,CALDAS-CO,CAQUETÁ-CO,CASANARE-CO,CAUCA-CO,CESAR-CO,CHOCÓ-CO,CÓRDOBA-CO,CUNDINAMARCA-CO,GUAINÍA-CO,GUAVIARE-CO,HUILA-CO,LAGUAJIRA-CO,MAGDALENA-CO,META-CO,NARIÑO-CO,NORSANTANDER-CO,PUTUMAYO-CO,QUINDIO-CO,RISARALDA-CO,SANANDRÉS-CO,SANTANDER-CO,SUCRE-CO,TOLIMA-CO,VALLE-CO,VAUPÉS-CO,VICHADA-CO,Denge-VE-GT,DolorCabeza-VE-GT,DolorGarganta-VE-GT,DoloresArticulares-VE-GT,DoloresMusculares-VE-GT,Fiebre-VE-GT,Nausea-VE-GT,Vomito-VE-GT,Dengue-CO-GT,DolorCabeza-CO-GT,DolorGarganta-CO-GT,DolorMuscular-CO-GT,DolorOjos-CO-GT,Fiebre-CO-GT,Nausea-CO-GT,Vomito-CO-GT
9/28/2008,0,14,4,83,0,18,1,0,1,3,1,4,1,5,9,2,6,15,5,9,19,1,27,3,13,4,0,28,8,11,29,0,0,55.78022391,9.214872998,7.547917125,2.377558168,1.918882371,42.89488695,3.20134942,7.311225422,23.02668483,21.89107447,17.5271324,1.952611445,0,14.34426571,9.102583617,21.52066826
10/5/2008,0,34,8,93,0,23,0,5,1,8,0,4,2,9,13,0,9,19,12,6,18,1,22,4,11,4,0,27,4,13,22,0,0,58.3285153,9.663521866,6.64716481,2.382073193,1.848662148,54.59038113,3.275613687,5.784382549,22.93305452,27.10977117,16.61164342,2.052670373,0,14.3742878,8.734126638,18.82553444
10/12/2008,0,19,7,77,0,16,1,1,5,10,4,12,0,11,10,2,2,16,10,8,21,0,28,1,12,0,0,25,6,15,26,0,0,60.34237958,10.12464551,5.601026182,2.389325457,1.770584469,63.55956377,3.379317392,4.725689059,23.43008253,31.89252906,15.82491731,2.198564417,0,14.46828747,8.303518764,17.29747945
10/19/2008,0,27,13,104,0,15,0,0,3,10,4,8,0,10,8,2,2,18,3,10,25,1,29,5,10,4,0,40,11,10,26,0,0,61.61977486,10.98493265,4.482834774,2.399314962,1.684649334,66.63174593,3.512460566,4.544559216,24.46765802,35.37526223,15.54443058,2.390293599,0,14.62625813,7.97048443,17.62282601
10/26/2008,0,25,10,85,0,14,4,0,3,11,0,5,1,10,10,4,2,15,10,9,23,1,23,7,19,1,0,33,6,20,26,0,0,66.81692379,11.60085432,3.29343229,2.412041706,1.590856742,66.24284659,3.675043108,5.246082872,26.03440851,37.5480529,15.77451586,2.627857959,0,14.84819991,8.018609482,20.72602432
11/2/2008,1,30,7,59,0,15,3,2,2,4,0,6,1,13,7,2,2,18,8,6,23,0,27,1,17,1,0,29,7,12,30,0,1,74.19224052,11.98154494,2.035692995,2.427505691,1.489206694,60.10558794,3.866624158,21.59944174,28.20511873,38.41539511,16.51238163,2.910400262,0,15.13341307,7.928954321,25.56548131
11/9/2008,0,19,11,79,0,24,1,1,4,7,0,7,1,8,12,0,3,20,8,9,35,0,25,1,12,3,0,36,4,19,24,0,0,81.01200655,12.20182468,0.9600370051,2.445706916,1.379699191,50.94783193,4.048790974,47.60710092,30.13797446,38.36882065,17.51482019,3.163011001,0,15.42026826,7.677442074,30.95189257
11/16/2008,0,20,7,88,0,14,3,0,1,6,0,5,0,11,12,3,2,15,6,7,26,0,15,3,14,0,0,30,13,11,25,0,0,83.28806241,12.42885455,0.7226827359,2.46664538,1.26233423,44.2844346,4.153866577,55.79850035,30.63852719,38.20346448,18.35333927,3.253709411,0,15.600183,7.288522893,33.56888758
11/23/2008,0,17,6,54,0,14,1,0,2,9,2,7,0,5,9,1,1,11,5,5,27,0,18,0,6,3,0,27,8,6,19,0,0,83.80252915,12.67894834,1.460573668,2.490321085,1.137111814,45.7568761,4.174962021,54.5894363,29.58870503,37.87980552,18.984322,3.16906122,0,15.66210538,7.022808193,33.61317267
11/30/2008,0,16,10,89,0,13,2,3,3,10,0,6,2,14,3,2,5,6,8,20,24,0,23,3,20,4,0,30,6,13,29,0,0,89.77616314,13.13710651,2.863368677,2.152688162,1.358270951,49.05556927,1.820759618,53.84631731,29.41978682,39.7875027,17.64516042,5.408293741,0,20.00873676,5.148318846,30.42758096
12/7/2008,0,19,6,86,0,18,1,3,2,9,1,2,0,10,4,0,1,15,6,3,28,0,28,2,9,0,0,28,4,9,19,0,0,69.66317022,14.24653423,5.691073866,2.909930082,0.5088556033,55.5969485,6.262741417,19.10477457,24.68969177,34.38719035,22.20000852,0.8675716187,0,14.13528564,8.184452591,30.61065633
12/14/2008,0,22,11,82,0,13,1,0,1,8,3,3,2,4,11,1,6,16,5,8,27,0,24,4,12,0,0,28,7,11,22,0,0,70.4648475,13.63095241,6.946629425,2.577771639,0.714299828,54.11642081,3.734369606,11.79626822,20.17854173,36.33412859,19.86058391,2.280098131,0,15.338439,5.631422573,24.33690812
12/21/2008,0,26,5,47,0,16,0,2,0,7,0,0,1,1,4,0,7,13,5,3,11,0,9,0,10,5,0,24,3,7,15,0,0,67.68156265,14.03133874,8.141961726,2.612396304,0.5576475868,53.62045196,3.419546009,5.498045365,18.14134058,36.30911946,20.0531901,2.209025399,0,15.26872128,4.314186817,22.01584419
12/28/2008,0,10,3,55,0,20,0,1,0,2,1,4,2,5,6,3,3,11,0,1,16,1,15,1,10,2,0,12,4,4,14,0,1,71.52842144,14.4319544,11.57868682,2.649758209,0.3931378895,50.77524273,3.020742284,8.892826207,17.16081183,36.68244463,20.23414437,2.320086997,0,15.25119443,4.042419115,25.08251564
1/4/2009,0,14,20,156,0,20,2,3,1,30,1,7,3,5,9,0,6,18,18,22,43,0,40,0,1,1,1,44,7,20,32,0,0,77.48754807,14.83807951,15.54883211,2.696704098,0.2326286954,44.93926184,2.542306968,14.5022421,17.20825337,37.53481854,20.40867551,2.606184189,0,15.28561016,3.930704419,31.80619604
1/11/2009,0,16,13,143,0,20,3,4,5,38,3,8,0,2,7,0,7,13,26,12,51,2,47,0,1,1,0,44,9,25,32,0,1,83.60011349,15.33840381,18.46084309,2.86823787,0.275296667,38.45547622,2.057281897,19.51846231,17.75829738,38.23773427,20.30411275,2.94808039,0,15.36816059,3.893745713,37.97976756
1/18/2009,0,13,9,116,0,25,1,0,0,57,2,3,2,5,7,0,0,16,23,21,35,2,43,1,2,0,0,36,19,21,28,0,1,88.47429048,16.00651916,18.99409964,3.259786018,0.6864121142,34.46815909,1.626274807,21.84283934,18.35384794,38.35783497,19.81893742,3.246836967,0,15.49574227,3.860766318,40.52123588
1/25/2009,1,15,12,92,0,21,2,0,0,35,8,7,2,3,4,0,0,13,16,21,34,1,38,0,1,0,1,34,14,23,30,0,1,92.09894594,16.84465311,17.10862781,3.874237011,1.470977614,33.15705886,1.251120237,21.3802957,18.91462356,37.88204092,18.89450645,3.49945914,0,15.73567516,6.415270109,39.33808035
2/1/2009,0,20,11,108,0,11,2,0,2,24,3,9,3,6,6,0,2,30,18,18,32,0,59,2,0,0,0,38,16,33,35,0,0,94.44628453,17.85221442,12.806635,4.711196086,2.628534838,33.00298015,0.9318181873,18.80191165,19.44032054,36.81069559,17.5312344,3.705946909,0,16.11599655,14.51252978,34.43672875
2/8/2009,2,11,9,85,0,15,3,4,4,34,2,1,0,4,9,0,3,34,17,13,40,0,42,1,1,2,0,35,15,15,38,0,0,95.76107003,18.72885293,7.209459922,5.570123523,3.92625352,33.29792291,0.668368658,14.41897578,19.93117413,35.41534472,15.93972878,3.866300273,0,16.58593971,23.55495634,27.29139049
2/15/2009,0,10,3,52,0,17,0,1,2,40,5,3,0,6,2,0,2,35,18,24,43,0,42,5,6,0,0,29,19,15,25,0,0,96.42143161,18.68644509,3.259513134,5.924799939,4.753183375,33.55109479,0.6058929128,10.04726882,20.38718434,34.51044261,14.67262691,3.980519233,0,17.14732422,28.12470752,22.14697352
2/22/2009,0,12,4,62,0,14,1,2,2,53,2,4,1,3,8,0,0,29,11,19,37,0,34,3,1,1,0,28,12,7,30,0,0,96.60686751,17.59728294,2.74616074,5.689956477,5.010325704,34.72773291,0.5633668786,10.17705847,20.81107604,33.96686298,14.63718327,4.048603789,0,17.80078992,27.34458073,21.98989801
3/1/2009,0,7,0,60,0,7,1,2,5,66,2,2,3,4,9,0,1,17,19,28,58,0,42,0,4,1,0,29,11,15,44,1,1,96.16131791,15.46207868,3.574640165,4.866037946,4.698002682,36.85258141,0.5328556871,11.79433603,21.2014056,33.78432801,16.35735684,4.070553941,0,18.54632797,21.21863701,22.35058092
3/8/2009,0,6,6,39,0,3,0,2,6,59,3,2,0,6,6,0,6,19,11,13,40,0,29,3,4,0,0,26,6,9,35,0,1,95.10157761,12.66349472,4.601497276,3.679007569,3.979877612,39.44903092,0.5143593384,13.53126374,21.52067993,33.82171167,19.03361431,4.046369688,0,19.37943475,11.80988351,22.75892158
3/15/2009,0,10,4,47,0,6,0,4,2,53,2,3,1,2,4,0,4,25,11,16,38,1,40,4,3,1,0,31,8,7,37,0,0,93.53258223,10.14828345,5.318207306,2.721796401,3.285405582,43.69941413,0.5078778323,14.78457002,21.71772138,33.708697,21.2744832,3.976051032,0,20.28829275,4.531683518,23.28888066
3/22/2009,0,6,7,33,0,3,2,1,4,68,1,2,2,3,1,0,3,37,11,13,38,0,23,7,4,0,0,32,9,13,31,0,0,91.47588899,8.874374644,5.642368644,2.090483292,2.684175716,51.86828484,0.5134111691,15.71204202,22.58075877,34.19419396,22.93510266,3.859597971,0,22.24841693,3.709517645,24.02360512
3/29/2009,0,4,6,27,0,4,1,0,4,63,2,1,1,5,7,0,7,30,14,10,44,1,21,4,7,3,0,20,10,11,57,0,0,88.93149798,8.198457466,5.729453113,1.785068244,2.176188013,69.17813116,0.5309593485,21.88920628,24.21264107,36.93687962,24.04810133,3.697010507,0,26.0092655,3.703324956,25.18183607
4/5/2009,0,6,8,29,0,1,4,0,1,61,6,0,0,0,6,0,2,34,10,10,41,1,16,4,1,1,0,36,12,19,56,0,0,85.85579224,6.857832827,5.257920189,1.784660142,1.760900831,91.04050316,0.5658844507,29.15084804,26.16671822,40.60035475,24.63409381,3.49282508,0,30.65535892,3.699015531,26.11443078
4/12/2009,0,6,8,25,0,6,6,2,2,77,3,6,0,2,9,0,6,46,11,1,53,2,36,4,5,0,0,25,11,19,45,0,0,81.83455226,5.692059971,4.67616715,1.884024685,1.432993088,109.4743583,0.7391450082,34.17468442,27.2553922,43.85151922,24.89796392,3.291607706,0,34.48839614,3.698672616,26.91682485
4/19/2009,0,8,16,38,0,3,7,2,1,58,2,3,1,2,7,0,5,73,11,4,51,1,39,10,4,0,0,48,9,16,59,0,0,77.90724884,5.177663977,4.329543016,1.966673026,1.18944459,120.9944143,0.8767673408,35.42342187,26.80459472,45.93371934,25.34743239,3.118653585,0,36.5444392,4.05481555,27.74413937
4/26/2009,0,2,13,19,0,6,6,3,4,41,2,6,1,2,2,0,2,49,6,9,40,0,29,10,2,1,0,39,6,9,59,0,0,75.749317,5.320114288,4.12367675,2.031268133,1.030220675,129.5015236,0.9783944113,33.23084744,24.80675422,46.83827041,26.20710368,2.974253053,0,36.81282862,4.713832923,28.53936137
5/3/2009,0,6,20,12,0,2,4,3,2,31,3,1,1,3,4,0,4,44,8,4,70,1,30,11,7,0,0,51,5,22,35,0,0,72.58237139,6.104957745,4.053104477,2.077810005,0.9553213404,132.9610528,1.04402622,26.08549558,21.30390753,46.58973816,27.23940671,2.858406109,0,35.32590183,4.656651715,29.28676748
5/10/2009,0,7,28,17,0,5,2,7,2,60,1,4,0,2,5,0,7,54,12,3,57,1,28,7,1,1,0,55,7,17,59,0,0,69.15898762,7.035775894,4.117826197,2.106298643,0.9647465875,132.3656712,1.073662766,17.25979133,17.55044209,45.99970173,28.048055,2.771112752,0,33.14978402,4.252105136,29.75996961
5/17/2009,1,14,31,26,0,2,13,2,1,75,5,5,0,0,2,0,1,46,8,4,79,2,34,6,3,0,1,60,14,14,75,0,0,65.91668754,7.665029261,4.317841909,2.116734046,1.058496416,129.1072723,1.06730405,10.76356089,14.67601341,46.04624139,28.15600555,2.712372983,0,31.57163144,3.96163431,29.66983421
5/24/2009,0,15,44,14,0,4,9,10,1,53,0,5,0,5,7,0,2,34,5,2,60,2,44,1,3,2,1,48,7,8,87,0,0,65.65102867,7.804009729,4.653151614,2.109116215,1.236570826,123.7485211,1.103879123,10.20086346,13.28371575,46.78758702,27.53539047,2.682186801,0,30.66802661,3.913783258,29.69398555
5/31/2009,0,26,28,19,0,1,14,8,3,86,2,3,1,5,7,0,4,35,7,7,57,4,35,0,0,2,0,67,18,9,90,0,0,64.98670032,8.187679417,4.920669317,2.436124398,2.390102606,115.4050005,1.496991887,10.12337924,19.07243547,47.35532879,26.84034165,2.703779493,0,30.27144792,4.13716444,30.77977483
6/7/2009,0,23,39,18,0,6,10,5,3,50,6,11,1,6,5,0,2,50,13,1,70,4,42,1,2,3,0,53,14,19,87,0,1,60.9768235,6.833319167,6.521320779,1.690911971,0.9298873398,112.2321365,1.094670798,13.03390621,11.72890761,50.92946755,39.35175916,2.688727316,0,31.98507403,4.531466324,29.39258714
6/14/2009,0,33,30,19,0,2,9,8,3,46,8,1,1,2,7,0,4,35,6,4,66,0,32,5,5,2,0,60,9,8,105,0,0,55.34049857,5.987161512,6.415863208,2.005035904,2.104028714,99.20919665,1.475105286,10.04284209,12.87067371,50.73144077,42.70208965,2.72296002,0,29.69920992,4.375370569,29.19477869
6/21/2009,0,26,29,22,0,4,11,7,1,44,3,2,1,6,6,0,2,29,7,4,51,0,46,4,3,0,0,46,19,7,82,0,0,54.58807456,5.804751815,6.808774092,1.971649572,2.323322313,88.34427878,1.565065308,9.781643875,14.14159598,50.05369212,45.2073368,2.73843431,0,27.54187268,4.504511494,28.95821476
6/28/2009,0,29,19,29,0,5,6,1,0,38,2,11,1,1,6,0,4,43,20,6,76,5,37,2,6,1,0,41,13,15,113,0,0,59.56588194,6.019931457,7.033573334,1.943432223,2.478900924,73.75682632,2.261775898,9.537499918,17.61319182,47.97159035,46.13929394,2.748185249,0,24.0831215,4.612577506,28.71558112
7/5/2009,3,45,43,30,0,2,6,1,1,32,6,10,0,4,10,0,6,42,12,10,52,3,48,1,5,6,0,48,25,10,130,0,0,66.88697823,6.568606823,7.090260935,1.920383859,2.570764548,54.5150196,3.245337812,10.06351039,22.24939886,44.55359519,45.74925468,2.752212835,0,19.49181018,4.746191567,39.40262287
7/12/2009,1,30,50,33,0,3,8,6,1,30,8,15,1,3,7,0,6,46,14,8,35,2,41,1,6,3,0,57,23,14,125,0,0,72.29596089,7.086055953,6.978836893,1.902504478,2.598913186,37.15457394,3.996180049,10.3760171,25.86849409,40.47225493,45.57280438,2.750517069,0,15.42675844,5.007094188,46.09958099
7/19/2009,0,25,44,45,0,2,9,7,1,20,6,16,0,7,11,0,7,44,8,11,67,3,44,0,2,2,0,58,18,23,137,0,0,74.27289853,7.22488349,6.69930121,1.889794081,2.563346836,27.81930712,4.24684219,10.4435202,27.24855356,36.5693358,46.37538763,2.743097951,0,13.57516941,5.301225394,49.37425913
7/26/2009,0,29,32,29,0,2,6,2,0,29,5,17,0,3,4,0,5,51,11,11,46,2,42,0,10,2,0,67,13,11,176,0,1,73.1042872,6.830941938,6.251653884,1.882252667,2.464065498,27.23929935,3.994535686,10.26795232,26.41412352,33.4017784,48.63517751,2.729955481,0,13.6518793,5.643869714,50.25025375
8/2/2009,0,20,53,36,0,7,6,13,0,10,7,12,0,2,9,0,14,56,5,11,60,1,46,1,8,2,0,59,10,17,160,0,0,67.07908119,5.908568457,5.800807588,1.879880238,2.301608909,27.18672753,3.242521051,9.850672858,23.33691417,28.51181726,52.08149815,2.71108966,0,13.89082442,6.103090345,48.73864534
8/9/2009,0,26,38,40,0,4,4,9,2,4,4,10,0,3,7,0,6,61,7,13,47,3,63,2,6,2,0,59,22,11,171,1,3,59.11616248,4.835637983,5.293035111,1.882676792,2.123001456,27.32866415,2.248255593,9.330306311,19.36035014,23.07940076,56.02642086,2.686500487,0,14.29200477,6.545943246,46.06232673
8/16/2009,0,40,36,32,0,1,5,5,0,11,5,11,0,8,7,0,4,38,6,12,61,5,37,2,9,7,0,48,12,25,169,0,3,53.71924836,4.278366218,4.842002966,1.89064233,2.011092421,27.57652183,1.468627807,9.246707663,16.76104444,19.18340489,59.25792782,2.656187962,0,14.85542035,6.844569138,44.37322776
8/23/2009,0,26,45,33,0,2,4,9,2,0,10,10,2,1,9,0,5,60,5,5,50,1,48,1,3,4,1,62,10,16,185,0,1,53.01401577,5.607452779,4.459880995,1.903776851,1.974315161,28.90332637,1.301840163,9.237466301,16.48963879,18.50606704,62.3470808,2.620152085,0,15.76630082,6.980091272,43.89039663
8/30/2009,0,38,39,55,0,4,3,2,1,3,5,13,1,3,12,0,7,52,9,6,35,2,44,1,4,3,0,62,15,19,177,0,1,54.06995419,10.52442104,4.146669198,1.922080357,2.012669674,31.26381365,1.153142454,10.31742935,17.95110157,18.92123042,67.40196632,2.578392855,0,16.79940619,6.95250965,44.61383335
9/6/2009,0,26,21,31,0,4,3,2,3,7,4,5,0,4,23,1,2,50,6,7,16,1,36,5,6,3,0,65,8,23,220,0,1,55.53067066,17.01816952,3.896765901,1.945552846,2.114227402,33.02212949,0.9871073054,24.55444034,19.81056157,19.58036818,72.73541099,2.530910275,0,17.69952818,6.724663653,46.36652258
9/13/2009,0,26,21,40,0,2,4,6,5,5,6,14,0,3,12,0,1,40,2,8,30,2,61,0,7,8,0,53,7,29,226,0,0,57.30533004,21.51500505,3.675601518,1.974194319,2.205373667,34.0715746,0.8440374105,30.14649936,21.30457613,20.28775251,76.64182491,2.477704342,0,18.36546437,6.067224095,48.15174205
9/20/2009,0,34,31,36,0,3,5,12,8,3,14,8,0,4,10,0,0,69,4,10,33,6,48,0,7,20,0,50,8,30,225,0,0,58.86191064,22.65301005,4.214532756,2.008004775,2.258054265,34.46626976,0.7449529985,33.52865596,22.56811683,20.96841596,78.47121584,2.418775056,0,18.7582048,5.217209892,49.62086938
9/27/2009,0,54,23,34,0,4,6,5,4,1,14,4,0,3,7,0,0,68,6,6,32,4,46,0,8,9,0,69,3,26,242,1,0,60.39947428,20.42950359,6.727898947,2.046984216,2.272213971,38.11608923,0.7804037721,34.64223849,23.72845952,21.69150643,78.22246136,2.354122419,0,18.87783601,4.966914176,50.74909693
10/4/2009,0,51,29,22,0,6,3,9,4,3,7,8,2,5,8,0,0,65,2,9,33,3,53,0,7,18,0,83,12,20,196,0,0,62.28296548,15.01085798,10.23462791,2.09113264,2.247852785,43.98157881,0.8139651508,33.47002328,24.60765517,22.6081996,76.01577361,2.283746431,0,18.72109717,4.773206994,51.53378531
10/11/2009,0,42,32,30,0,5,5,22,3,1,8,12,0,4,21,0,1,46,4,3,26,0,50,0,11,11,0,79,10,32,241,0,0,64.12762684,9.191607915,13.15804136,2.140450048,2.184970706,49.66406356,0.8456371342,31.26173701,25.42912332,23.37492304,73.87309205,2.207647091,0,18.2264696,4.636088348,51.97588998
10/18/2009,0,52,25,33,0,1,8,22,0,2,10,15,0,0,13,1,1,56,8,8,30,2,63,1,11,11,1,59,14,31,205,0,0,66.60175287,5.572127625,14.18986297,2.194936439,2.083567736,53.78072531,0.8754197226,29.00198692,26.34293469,23.98210368,73.47250843,2.125824398,0,17.34279662,4.555558237,52.08673199
10/25/2009,0,42,15,39,0,3,4,16,2,2,7,12,1,1,10,0,0,50,3,9,25,1,59,2,21,11,0,58,4,15,147,0,0,70.37339126,5.645103529,13.29049246,2.254591815,1.943643873,56.9056213,0.9033129158,29.53740399,29.5372603,24.42003797,74.86944812,2.038278353,0,17.10604116,6.960811237,51.87971675
11/1/2009,0,33,19,72,0,1,7,15,0,0,2,25,0,0,5,0,5,38,11,6,48,0,53,5,22,15,1,50,4,28,171,0,0,75.90070061,6.07736429,10.4615398,2.319410281,1.765245186,58.06214148,0.9293263624,33.80544787,36.0917434,24.68880645,78.05222404,1.945055563,0,17.2042374,14.46142577,51.33883555
11/8/2009,0,43,22,60,0,3,5,11,0,0,1,27,1,3,8,0,2,49,3,11,41,4,58,4,16,19,0,52,8,18,138,0,0,81.92439034,6.738509771,6.520871992,2.386398164,1.571774184,57.37404263,1.065654166,39.11402219,43.00941232,24.98785629,81.89436063,1.869831641,0,17.49383973,22.91441215,50.64946532
11/15/2009,0,43,29,71,0,4,8,8,0,0,3,32,0,0,14,1,10,59,4,12,30,1,73,2,17,16,0,51,7,18,172,0,0,86.80777964,7.281158145,3.614584913,2.447700017,1.424639418,55.4596097,1.201697612,42.19319952,46.07269516,25.2125022,83.42760966,1.874731775,0,17.96732886,27.53765138,50.26179322
11/22/2009,0,43,37,65,0,6,8,9,1,0,7,39,0,1,12,0,15,69,6,15,26,0,72,9,12,24,0,71,6,27,190,0,0,91.29889624,7.648638308,2.989776619,2.502042939,1.333791561,52.51303516,1.318303434,43.02131545,44.5982117,25.20715608,82.17099464,1.969822765,0,19.60086671,27.54888941,50.24884486
11/29/2009,0,57,25,43,0,5,12,11,0,2,8,44,1,2,6,0,9,82,12,24,16,1,86,5,13,23,0,68,3,32,173,0,1,95.0854301,8.066585468,3.536235033,2.549426931,1.299230613,48.45053242,1.415471632,47.90848874,38.58596196,25.17760005,78.12451556,2.155104608,0,27.51409751,22.94478601,50.61062021
12/6/2009,0,45,36,60,0,3,13,5,2,4,18,43,2,1,10,0,10,98,12,39,29,1,96,5,23,31,0,58,11,26,220,0,0,97.88980485,8.418105868,4.288082128,2.589851992,1.320956575,43.43263441,1.493202208,52.7651392,28.93328724,25.19279762,71.68137249,2.430577306,0,37.773786,14.4991938,51.28147026
12/13/2009,0,48,19,73,0,5,8,19,1,2,7,51,2,0,27,0,10,93,15,29,22,2,103,8,25,28,0,49,7,31,199,0,0,99.05687446,8.424281381,5.245317902,2.623318122,1.398969446,38.60586851,1.55149516,54.86738127,20.98086367,24.53121553,65.26811933,2.796240857,0,45.39736156,6.975152119,51.85625537
12/20/2009,0,43,18,47,0,5,3,17,1,2,19,54,0,1,23,0,7,103,5,16,30,2,80,1,33,35,0,59,4,47,175,0,0,99.04748475,8.085112004,6.407942356,2.649825322,1.533269226,36.0937483,1.590350488,54.22335364,17.83644444,22.97195937,61.58468603,3.252095262,0,48.48599008,4.624487996,52.21313246
12/27/2009,0,54,22,36,0,3,5,17,0,4,15,39,0,2,40,0,12,107,16,9,35,2,92,5,17,41,0,42,1,42,167,0,0,101.7648411,7.400597742,7.78733104,2.669373591,1.723855915,35.20047113,1.650095797,50.15282045,18.41078532,21.73250393,58.98054583,3.798140523,0,47.03593369,4.532835954,52.42967237
1/3/2010,0,37,27,8,0,2,7,5,0,7,22,65,0,1,35,0,2,158,13,6,24,5,188,11,67,5,0,78,7,63,305,0,0,104.4660053,6.382505768,9.50866703,2.681962929,1.96888615,33.64637922,1.820783144,40.82291273,20.38641972,20.37160858,54.96566471,4.427842066,0,41.13622125,4.414281063,52.37362585
1/10/2010,0,38,29,8,0,2,10,11,2,8,27,48,0,0,46,0,1,165,7,12,23,3,137,11,55,12,0,75,9,84,336,0,0,105.7280492,5.569876229,10.97801071,2.687593337,2.207460657,32.22029356,2.009437529,30.35965009,23.95924351,19.45570906,50.29712193,4.925317079,0,33.72810232,4.268823322,52.16720938
1/17/2010,0,62,21,9,0,2,11,14,2,6,27,50,2,1,43,0,0,171,7,8,20,4,201,29,85,23,0,69,6,64,390,0,0,103.6252936,5.292721751,11.81161275,2.686264813,2.366186253,31.82518912,2.216058952,24.49327608,29.36817633,19.77487828,45.8873168,5.030392884,4.43E-05,28.75574621,4.09647523,51.95771301
1/24/2010,0,76,30,9,0,1,22,18,2,9,27,43,2,1,33,1,0,205,3,10,19,4,188,29,89,23,0,86,14,98,465,0,0,102.422558,5.36601993,11.98662669,2.67797736,2.440693483,37.16985128,2.440647415,25.50173121,38.98903354,23.26930567,44.51039737,4.727580131,0.0003333722393,28.93467132,4.653697668,51.75414321
1/31/2010,0,112,32,5,0,4,36,19,3,15,45,43,1,0,33,5,1,250,10,3,24,2,202,43,116,24,0,73,8,74,573,0,0,92.18776557,6.306131954,10.9808853,2.187985784,2.879219948,44.83728635,1.105783497,25.87898354,44.68182043,33.15946926,44.55438353,6.244036117,0,29.12752235,4.547623875,47.56320163
2/7/2010,0,89,31,11,0,4,31,16,6,7,40,37,0,0,34,3,1,208,17,6,42,2,214,38,171,25,0,78,4,109,720,0,1,111.3299223,6.91840651,11.18665479,3.115270852,1.904110076,72.52206376,5.931839494,34.40694071,79.94486452,46.80748714,36.3408455,1.400014402,0.00106435295,27.52251908,4.846869153,55.90097818
2/14/2010,0,115,37,19,0,8,42,16,4,19,44,64,5,0,29,1,3,196,9,6,51,3,159,23,301,19,0,54,9,104,700,0,3,98.55446335,7.168504532,9.642379028,2.611361414,2.265968779,74.30362344,3.165231464,32.8207772,79.46438281,55.04190209,34.17584427,2.246918889,0.0003534450938,26.25549915,3.976334801,51.05443058
2/21/2010,0,113,50,15,0,1,25,19,6,25,36,30,1,2,28,2,1,161,12,1,31,2,124,16,423,10,0,48,7,90,596,1,1,98.9765548,7.87820488,8.954982,2.575238238,2.187140485,75.02941891,3.364001958,34.97065675,86.28935833,58.85510537,31.84998392,1.812737672,0.0003602266157,25.85795058,4.018481603,50.66346078
2/28/2010,0,115,49,8,0,4,15,13,3,20,21,29,3,0,30,1,3,165,6,1,44,3,155,34,387,16,0,61,10,127,638,0,2,113.0012483,10.56964477,9.520336998,2.698129496,2.642780661,77.5706465,7.58467053,37.74133804,99.02116532,59.98114863,35.32670244,1.144196304,0,19.6572105,3.524067099,58.96996286
3/7/2010,0,103,47,17,0,10,11,24,9,10,25,27,1,0,42,2,3,113,8,4,40,2,114,32,497,14,0,46,13,104,567,0,1,94.4927319,8.011961708,6.972170906,2.316141727,1.525217839,47.41761768,0.4851556854,36.73551014,82.86334506,50.17054354,28.58479806,2.491138648,0.002519003598,30.18324376,6.767993844,44.5904487
3/14/2010,0,122,52,16,0,1,15,22,2,10,22,15,0,2,44,2,0,130,4,4,53,7,129,23,482,20,0,83,9,131,539,5,4,102.2351101,9.496215231,7.859893398,2.425115124,1.995959221,42.93340336,3.775057299,34.3131179,89.08192457,47.21512677,31.46152697,2.168521689,0.0003808428928,22.78366705,5.452741105,49.05579148
3/21/2010,0,122,53,9,0,4,11,22,25,10,24,21,1,1,39,3,3,111,6,2,28,7,107,24,194,17,0,68,6,80,472,3,5,99.41456822,9.691304776,7.817231357,2.361156225,1.947333339,39.02126891,3.8503237,30.86438818,88.28434201,44.09364793,31.80470362,2.426189291,0.0003878055556,22.15090214,5.411602947,48.64276864
3/28/2010,0,160,52,10,0,1,16,12,15,12,17,12,2,1,61,2,0,155,2,2,38,8,103,39,204,17,0,99,1,99,424,6,13,94.23483398,9.746393311,7.998411183,2.290238395,1.906258061,42.33647859,3.895251686,25.70364406,87.37837312,42.69601635,32.03957028,2.687576976,0.0003948135036,21.61221447,4.932663558,48.3578976
4/4/2010,1,153,53,14,0,1,21,19,6,18,13,14,1,2,70,2,2,158,5,4,50,2,95,39,203,18,0,94,6,97,483,16,13,83.15106544,9.711633761,8.408925997,2.213447926,1.87274493,47.34608498,3.909626506,19.01523448,86.36920541,42.96420854,32.13472325,2.951038492,0.0004018667368,21.15787627,4.044974061,48.14088063
