year/week,AMAZONAS-CO,ANTIOQUIA-CO,ARAUCA-CO,ATLÁNTICO-CO,BOGOTÁ-CO,BOLÍVAR-CO,BOYACÁ-CO,CALDAS-CO,CAQUETÁ-CO,CASANARE-CO,CAUCA-CO,CESAR-CO,CHOCÓ-CO,CÓRDOBA-CO,CUNDINAMARCA-CO,GUAINÍA-CO,GUAVIARE-CO,HUILA-CO,LAGUAJIRA-CO,MAGDALENA-CO,META-CO,NARIÑO-CO,NORSANTANDER-CO,PUTUMAYO-CO,QUINDIO-CO,RISARALDA-CO,SANANDRÉS-CO,SANTANDER-CO,SUCRE-CO,TOLIMA-CO,VALLE-CO,VAUPÉS-CO,VICHADA-CO,Denge-VE-GT,DolorCabeza-VE-GT,DolorGarganta-VE-GT,DoloresArticulares-VE-GT,DoloresMusculares-VE-GT,Fiebre-VE-GT,Nausea-VE-GT,Vomito-VE-GT,Dengue-CO-GT,DolorCabeza-CO-GT,DolorGarganta-CO-GT,DolorMuscular-CO-GT,DolorOjos-CO-GT,Fiebre-CO-GT,Nausea-CO-GT,Vomito-CO-GT
3/11/2007,0,2,7,21,0,2,5,15,7,22,2,21,0,4,3,0,14,15,0,5,20,2,56,4,24,14,0,45,5,11,4,0,0,58.52288534,4.936460495,4.584350452,0.1084122932,1.538924021,5.62E+01,9.759612056,4.890237069,39.5552956,17.91256224,25.10511946,3.76941965,0,10.51875335,6.458760363,20.14458642
3/18/2007,0,1,9,13,0,3,2,23,4,15,3,31,0,7,3,0,5,14,2,6,33,1,48,6,16,4,0,61,4,9,2,0,0,48.89460766,4.721567893,5.26416432,0.1173745683,1.67338754,5.81E+01,7.698507647,4.716587553,39.29771664,16.86756032,24.65321491,3.451615507,0,10.82459925,6.326703865,17.50066058
3/25/2007,0,3,11,11,0,0,4,21,4,14,2,13,0,0,2,0,8,12,0,1,40,2,62,2,19,10,0,54,6,14,0,0,0,46.53329198,4.533585265,5.7940703,0.101779801,1.783312542,5.52E+01,5.923208257,4.43127299,38.27190066,16.05538572,24.53970261,3.457888741,0,11.17741323,7.588996821,16.085402
4/1/2007,0,1,11,10,0,2,4,19,8,14,4,15,0,3,8,0,9,14,1,4,25,1,41,11,8,1,0,64,4,6,6,0,0,43.50796983,4.372512613,10.4308554,0.06162799125,1.868699026,4.69E+01,4.433713784,4.054947199,36.47835928,15.40962165,24.57356945,3.78799408,0,11.5769008,10.53634877,14.66654117
4/8/2007,0,1,10,24,0,0,13,21,6,15,9,12,0,2,6,0,9,19,1,2,47,0,40,3,13,16,0,64,4,11,2,0,0,40.23046788,4.238349934,19.95429342,0,1.929546993,3.54E+01,3.23002433,4.028560918,34.17699508,14.88735981,24.7548154,4.317333098,0,12.02192852,14.3126596,13.15187447
4/15/2007,0,1,8,13,0,5,11,25,7,10,2,20,0,5,13,0,10,14,0,6,36,0,57,9,13,7,0,34,7,9,4,0,0,37.53422211,4.131547196,23.15851195,0,1.965856443,2.62E+01,2.312139794,4.023471914,32.04979658,14.28182989,25.08344047,4.71895757,0,12.84320085,17.17305566,11.98980438
4/22/2007,1,0,7,19,0,1,18,22,5,23,1,15,1,4,4,1,6,13,0,3,33,1,41,3,17,7,0,60,3,7,3,0,1,36.40483755,4.051869394,23.09750984,0,1.977627376,2.30E+01,1.680060276,4.03968019,30.20727352,14.43910166,25.55944467,4.939888635,0,14.23211509,18.73121747,11.27891478
4/29/2007,0,2,6,21,0,4,14,17,10,26,0,25,0,3,4,0,7,20,2,9,49,0,38,5,17,12,0,62,3,6,6,0,0,36.50475313,3.999121084,19.77128712,0,1.964859791,2.59E+01,1.333785776,4.106158063,31.79610005,15.3809129,26.32108711,4.980126295,0,15.88059669,18.68897889,11.01920566
5/6/2007,1,0,8,13,0,9,14,15,3,26,0,35,1,3,3,1,5,18,6,3,51,1,31,11,15,10,0,89,4,5,2,0,1,36.51349432,3.977371905,13.7104441,0,1.929465184,4.69E+01,1.292906692,4.19377527,44.3949961,16.68036683,36.35303621,4.860330416,0,17.71615349,17.20211772,11.1598236
5/13/2007,0,0,17,22,0,9,23,10,3,31,3,34,2,6,8,0,7,20,6,11,60,0,34,4,24,6,1,105,10,8,10,0,19,36.34737224,3.992369315,8.1894726,0,1.883239965,5.62E+01,1.270032069,4.429504865,49.69158984,17.57181415,40.78089725,4.707999151,0,19.29141474,15.23198492,11.3862818
5/20/2007,1,4,21,11,0,8,22,14,5,28,3,39,3,5,4,0,8,12,9,6,60,0,25,4,18,5,0,93,7,13,6,0,2,36.50422458,4.046713523,5.151212453,0,1.830679687,6.08E+01,1.247874741,4.869066613,52.11777794,17.82456349,43.00369083,4.571721445,0,20.4358896,13.34984042,11.73634107
5/27/2007,0,3,19,12,0,3,13,8,8,17,3,34,0,10,11,1,7,18,5,7,37,0,36,2,14,11,0,128,7,7,9,0,5,40.56435711,4.14041047,4.853353679,0.6572913549,1.7717932,6.16E+01,1.226435636,5.726996501,51.67115258,18.36468055,43.00760077,4.451592944,0,21.14957373,11.61613275,12.0338374
6/3/2007,0,0,13,45,0,6,20,11,3,19,1,48,2,5,9,0,12,26,9,11,47,0,16,2,15,13,0,97,10,4,9,0,12,46.58611847,4.273460153,4.588079201,1.611879674,1.706580505,5.49E+01,1.205714954,18.30810343,48.40383761,28.45622394,40.83307879,4.34761365,0,21.43246394,18.47341613,12.29859452
6/10/2007,0,0,3,26,0,5,13,10,10,13,5,22,0,6,5,0,3,24,4,7,53,0,24,4,17,9,0,103,7,13,4,0,5,52.93051045,4.445862573,4.35538902,2.590697717,1.635041601,4.54E+01,1.185712495,29.4799756,44.03785033,40.96760062,37.81653041,4.259783561,0,21.26106114,29.8620809,12.49688019
6/17/2007,0,1,6,52,0,8,6,11,3,18,2,37,0,4,3,1,4,29,7,13,50,0,31,2,28,11,1,129,2,9,4,0,3,57.68205808,4.69325407,4.155283135,3.279722207,1.557176488,3.85E+01,1.16642836,33.53980885,40.64849184,44.36698409,35.56853403,4.188102679,0,20.60572872,31.54627054,12.62869443
6/24/2007,0,1,12,76,0,10,10,12,1,9,2,25,1,4,1,0,7,21,5,14,51,0,47,1,20,13,3,119,11,9,5,0,0,63.42951139,4.994406602,3.987761547,3.660257802,1.472985167,4.24E+01,1.147862547,33.02369393,40.53855985,44.46643484,34.18497522,4.132571003,0,19.45909577,28.86721794,12.69403722
7/1/2007,2,1,2,76,0,7,7,8,2,12,1,52,0,2,10,1,1,14,6,14,53,0,39,1,30,15,0,111,12,9,7,0,3,71.3042597,5.343633008,4.009645096,3.732480251,1.382467637,4.94E+01,1.130014958,27.919846,40.16170358,46.88184055,36.51283047,4.093188533,0,17.82169447,21.8982233,12.77711158
7/8/2007,0,1,6,113,0,7,9,10,3,13,0,34,0,0,16,2,3,8,7,30,53,1,52,6,28,0,0,104,6,8,7,0,1,79.1979225,5.736381244,3.940774945,3.585669005,1.285623898,5.62E+01,1.112885692,19.8630519,38.99223358,54.93304907,50.83133072,4.069955268,0,15.96387786,12.53347008,13.04399986
7/15/2007,0,0,14,74,0,6,10,7,2,6,2,37,0,5,14,0,1,12,0,26,40,0,71,3,35,22,2,132,7,12,2,0,2,84.0238829,6.160706669,3.867621282,3.45409475,1.182453951,5.94E+01,1.09649755,13.14320942,38.31961804,56.06315571,55.31619807,4.062871211,0,14.59505657,5.90983384,13.62478027
7/22/2007,1,2,3,114,0,8,5,11,2,10,3,26,0,9,9,0,2,41,12,21,29,0,47,3,20,2,0,125,9,10,4,0,0,85.35757605,6.614673769,3.816172704,3.37571883,1.072957795,5.86E+01,1.080886425,9.972609654,38.35280304,57.57416503,55.93678789,4.071936357,0,13.83018385,6.390412304,14.55809044
7/29/2007,0,3,2,101,0,10,1,11,2,7,3,26,0,18,10,0,2,23,1,31,31,0,39,0,29,0,4,109,6,12,4,0,2,83.25927161,7.098282543,3.786429212,3.350541243,0.9571354301,5.45E+01,1.065913506,9.319804607,39.0917886,55.44979015,52.69310021,4.09715071,0,13.66925971,8.221500842,15.99696189
8/5/2007,0,1,3,56,0,6,3,6,5,4,3,20,0,7,3,0,3,16,0,23,27,0,36,1,16,4,5,99,7,7,2,0,2,78.01121276,7.574365082,3.774004614,3.374590333,0.8392338615,4.57E+01,1.051658751,24.31007233,40.54229324,48.53399256,45.96379938,4.137350857,0,14.06840837,10.44822445,18.0385624
8/12/2007,0,1,4,77,0,8,1,2,6,4,6,19,0,9,9,2,1,13,0,40,14,1,44,1,33,12,2,92,6,10,1,0,1,72.92543517,7.677783847,3.735808969,3.408848546,0.7609756629,3.63E+01,1.03812216,29.18648746,42.19581237,40.92889331,39.47317773,4.181107426,0,14.59659438,12.24389337,19.69616014
8/19/2007,0,1,4,44,0,7,2,4,2,8,2,23,1,0,10,0,2,5,5,21,26,0,27,1,31,10,1,78,3,14,11,0,3,70.68438725,7.406569141,3.647384878,3.431169925,0.7460421325,3.05E+01,1.025303635,30.2779883,43.79668841,35.77815518,37.00088604,4.221933225,0,15.4543363,13.41139479,20.29286472
8/26/2007,0,0,2,73,0,5,3,4,1,8,2,19,0,2,4,0,1,12,7,27,25,3,32,4,21,21,5,83,3,9,1,0,12,76.99444674,7.31394302,3.508451623,3.441300285,0.7947050787,2.98E+01,1.013203272,27.56258796,45.34300775,33.90821779,37.45648522,4.259753796,0,16.47881669,15.25624575,20.41430479
9/2/2007,0,1,1,87,0,1,1,7,2,9,4,13,0,3,2,1,1,7,2,17,19,0,44,1,15,9,4,86,0,9,6,0,0,86.42664051,7.034521981,3.319078622,3.439239624,0.9069645014,2.86E+01,1.001821075,21.17764892,47.15044029,31.38433863,37.82155726,4.294569139,0,17.66430365,15.88320491,20.46220209
9/9/2007,0,0,0,77,0,6,5,4,3,2,0,19,0,3,6,4,6,3,1,43,25,1,39,1,22,4,3,79,7,11,4,0,3,96.92368516,6.645705597,3.094869446,3.424987943,1.082820401,2.72E+01,0.9911569408,13.63354531,48.57022182,28.74221592,38.09610218,4.326379253,0,18.8323194,15.56610622,20.15912014
9/16/2007,0,0,1,86,0,4,8,7,3,1,4,30,3,2,3,0,8,13,2,39,15,1,36,1,24,18,3,90,4,16,3,0,2,105.2481452,6.283859256,2.815189902,3.398545243,1.322272776,2.67E+01,0.9812109714,8.163918108,49.11159153,27.15276509,38.28011996,4.355184141,0,19.66841529,14.78740033,19.69609344
9/23/2007,0,1,2,93,0,4,3,8,1,3,0,17,0,9,2,0,4,7,5,47,22,1,51,0,34,21,0,82,2,9,10,0,0,112.2767888,7.209606014,2.480039989,3.359911522,1.625321629,3.11E+01,0.9719831663,6.720486392,48.73589442,26.7351754,38.76703514,4.3809838,0,20.14058312,13.66106432,19.09217884
9/30/2007,0,0,0,100,0,4,3,7,1,1,0,29,0,0,4,0,1,7,4,45,15,1,54,1,27,16,0,52,7,9,3,0,0,118.8144454,9.877690201,3.381602898,3.604421175,1.642931708,43.16021814,1.561743578,8.61598647,51.08485096,28.42097902,40.51381045,1.310633546,0,23.72525005,14.77002566,20.53083435
10/7/2007,0,2,1,81,0,4,1,4,1,0,1,14,1,4,7,0,5,9,3,42,19,0,54,1,28,7,0,51,5,13,0,0,0,124.9065932,22.31479568,0.4794968343,2.953268303,2.740659168,62.39426407,0.5352136947,10.55058178,44.74925048,29.97584223,38.6806911,7.521514138,0,17.2842185,9.181396542,17.04831059
10/14/2007,0,0,1,81,0,14,0,2,0,5,0,10,1,4,1,0,1,8,9,32,15,0,46,0,16,17,1,52,6,10,5,1,0,128.6203134,24.65470051,1.692294408,3.18858597,2.701953132,6.96E+01,0.9486084362,8.5445726,42.46591978,30.3438884,39.06569295,4.426387993,0,19.80365779,9.493477883,17.2564024
10/21/2007,0,0,3,90,0,9,10,5,1,3,3,30,0,5,4,0,5,14,2,27,21,0,49,0,25,13,0,49,10,13,4,0,0,133.7800372,27.56292002,2.079022512,3.131568276,2.892369754,7.33E+01,0.942253188,9.288689326,39.2153749,30.31321202,38.78460033,4.416229456,0,19.55749548,9.9415972,18.12904335
10/28/2007,0,0,1,78,0,13,3,4,2,2,0,11,0,0,2,0,4,10,5,33,11,1,34,1,14,9,1,51,4,9,5,0,0,140.8367254,28.12859811,2.882159992,3.077549616,2.962873785,7.27E+01,0.9366160039,14.58671282,35.32978683,29.38231706,38.45951772,4.391097051,0,19.31609617,10.81150225,19.899399
11/4/2007,0,1,2,92,0,9,2,4,0,0,0,25,0,4,6,0,4,6,2,45,15,0,48,0,24,1,0,40,2,6,2,0,0,148.556311,26.44572701,4.077330723,3.026529989,2.913465224,6.64E+01,0.9317090841,24.62886246,30.84815294,27.54899125,38.04784825,4.350990774,0,19.07945985,11.47640075,22.49483804
11/11/2007,0,1,2,108,0,19,1,1,0,3,0,14,0,3,2,0,10,6,6,34,25,0,35,2,17,12,0,34,3,6,3,0,0,153.7875694,24.12444574,5.255091956,2.978509396,2.744144072,5.88E+01,0.9275320285,30.80194022,26.6732452,25.45107632,37.74854342,4.295910629,0,18.84758653,11.93629271,24.70128597
11/18/2007,0,0,0,160,0,16,2,3,1,1,0,1,0,0,10,1,3,7,12,28,25,0,38,0,14,8,1,37,5,8,4,0,0,154.2169822,22.50244222,6.075701429,2.933487836,2.454910328,5.39E+01,0.9491866637,33.0940369,23.56688594,23.6189625,37.68288528,4.225856613,0,18.62103107,12.19301375,25.50176578
11/25/2007,0,0,0,100,0,17,4,3,3,1,1,3,0,4,8,0,2,2,17,40,24,0,46,0,11,3,0,24,5,5,1,0,0,149.5428173,21.620207,6.528875463,2.89146531,2.045763992,5.35E+01,0.9764211766,31.19981083,21.54121414,22.06701689,38.34569745,4.140828728,0,18.39882763,12.50301167,26.17488753
12/2/2007,0,2,0,90,0,17,2,8,3,2,0,11,0,2,8,1,3,10,16,39,22,0,19,1,2,4,1,32,5,5,7,0,1,139.8046876,21.4753548,6.615974648,2.852441817,1.518139422,5.36E+01,1.009715452,25.05105441,20.59794739,20.79457253,39.79560486,4.040826972,0,18.18275295,12.58594444,31.11958016
12/9/2007,0,1,0,66,0,1,1,3,12,0,1,11,0,3,4,0,2,7,19,47,13,0,34,3,2,2,0,27,3,3,10,0,0,128.4934666,21.86006697,6.455540276,2.816417358,0.9970049334,5.41E+01,1.092142094,16.76031548,20.35874893,19.7611958,41.28896604,3.925851347,0,17.97006893,12.36048242,41.09514118
12/16/2007,0,1,0,71,0,3,3,2,0,0,0,5,0,1,4,1,1,6,12,18,10,0,20,2,0,4,0,16,4,5,5,0,0,121.7845755,22.40820107,6.256422716,2.783391932,0.7025342622,5.50E+01,1.299588544,10.05542654,20.00181956,18.89444788,41.97604154,3.795901852,0,17.76202189,11.87550411,44.12058142
12/23/2007,0,2,2,93,0,2,0,2,0,0,1,9,0,2,9,0,3,8,4,32,3,0,18,2,15,5,3,29,2,5,14,0,0,121.543842,23.08248687,6.041585958,2.753365539,0.6571392297,5.65E+01,1.639779478,6.924385999,19.50692051,18.18695514,42.80122965,3.650978488,0,17.55873591,11.13598494,44.10004806
12/30/2007,0,25,12,85,0,13,1,2,5,10,1,7,1,8,16,2,2,20,7,11,29,0,24,3,14,4,0,39,2,13,27,0,0,128.02102,23.88292439,5.809287982,2.72633818,0.860819836,5.98E+01,2.112714841,6.010588297,18.66749677,17.64473504,45.43802137,3.491081252,0,17.36021098,10.14192489,40.9985574
1/6/2008,0,37,9,102,0,16,5,0,2,18,5,3,0,14,29,3,6,24,7,8,27,1,26,2,13,4,0,35,6,23,26,0,0,138.9297767,24.73856114,5.558760352,2.702309854,1.27617694,6.33E+01,2.6955719,4.708732807,17.53060492,17.30078666,48.36004397,3.319525801,0,17.1693643,9.381638162,35.27136418
1/13/2008,0,31,13,100,0,15,6,2,1,14,3,11,0,13,16,4,7,26,11,6,37,0,26,3,17,5,0,24,7,20,37,0,1,150.8945782,25.20528835,5.286283259,2.681280562,1.672409364,6.47E+01,3.247505611,3.739112516,16.43343993,17.13055538,50.36954688,3.156774013,0,17.00460639,8.641784992,29.99203453
1/20/2008,0,30,6,98,0,29,2,3,4,12,2,13,1,15,14,2,4,22,7,10,19,0,37,1,19,3,0,33,7,20,23,0,0,163.0215265,25.31349009,4.990439102,2.663250304,1.961559867,6.35E+01,3.714840644,3.393119346,15.67366031,17.10360542,51.01007303,3.010623811,0,16.87360594,7.961602471,26.33188935
1/27/2008,0,23,8,94,0,26,2,0,1,9,2,10,0,11,19,3,3,24,9,11,28,1,37,1,13,10,0,35,5,16,34,0,1,175.9583206,25.08513032,4.67122509,2.648219078,2.143455308,6.35E+01,4.09747114,3.778525648,15.81451266,17.21992456,50.28072392,2.881090546,0,16.77525495,7.341174158,24.29323489
2/3/2008,0,21,8,91,0,22,3,3,1,14,1,4,0,13,17,5,3,22,5,7,27,0,21,3,17,5,0,32,8,21,37,0,1,189.1228834,24.46644727,4.328641223,2.636186886,2.218095684,6.25E+01,4.395397098,4.747667454,16.58262635,17.47290747,48.1938742,2.768174218,0,16.70955342,6.781462477,23.85372257
2/10/2008,0,21,6,109,0,20,2,4,6,8,4,8,0,12,13,9,7,16,9,5,24,0,24,5,20,8,0,30,6,12,38,0,1,198.6733042,23.81324159,3.962687501,2.627153728,2.185480997,6.00E+01,4.608618718,5.926159895,17.68581108,17.64433329,45.15834667,2.671874827,0,16.67650134,6.384616389,24.27504236
2/17/2008,0,32,13,93,0,23,3,4,5,12,5,4,0,5,18,1,4,19,6,10,30,0,24,3,15,4,0,35,6,14,27,0,1,200.0434018,23.55430888,3.573363923,2.621119603,2.045611247,5.54E+01,4.737135901,6.849973533,18.68029849,17.47121165,41.66683698,2.592192374,0,16.67609873,6.683498026,24.66739839
2/24/2008,0,25,6,92,0,23,4,3,2,9,1,6,0,5,13,2,3,17,3,4,28,0,26,2,15,3,0,32,12,13,27,0,1,195.2008103,24.98818253,3.160670491,2.618084512,1.798486432,5.49E+01,4.780948546,7.340532008,19.52539171,16.93788545,39.09835181,2.529126858,0,16.70834557,7.251432822,24.97781447
3/2/2008,0,15,6,104,0,20,1,2,2,7,3,6,2,7,13,6,2,12,1,7,24,0,30,4,18,2,0,31,10,15,23,0,0,188.2023514,28.43070307,2.726496375,2.618033121,1.445474614,5.63E+01,4.740425476,7.327052948,20.22240948,16.04684305,35.29617286,2.482672087,0,16.77312224,8.087732122,25.20732265
3/9/2008,0,18,5,70,0,17,2,0,4,7,1,5,1,9,8,4,6,13,3,7,23,2,25,1,14,1,0,29,9,15,22,0,0,181.2642275,32.2157333,2.435435721,2.619629562,1.105767958,5.74E+01,4.647700633,6.862804815,20.88624822,15.01488354,31.1369347,2.452288665,0,16.86000633,9.132396914,25.44649242
3/16/2008,0,20,12,75,0,14,2,1,6,7,4,7,0,6,8,4,4,13,6,5,25,2,25,1,18,1,0,21,7,12,16,0,1,172.8110538,34.408359,2.577476485,2.620520253,0.989363566,5.96E+01,4.559387743,6.542584151,21.71933663,14.22397151,29.13289739,2.437026259,0,16.95063525,10.27971874,26.1743206
3/23/2008,0,17,12,83,1,14,1,0,1,8,3,6,0,5,13,0,2,24,7,10,31,2,20,6,12,2,1,28,4,7,26,0,1,166.7627482,34.81162231,3.182136986,2.620465618,1.117637366,6.69E+01,4.481250153,6.371019453,22.83532424,15.20058686,31.24094288,2.436788135,0,17.04313984,11.51893737,27.50201588
3/30/2008,0,25,9,77,0,20,1,1,4,16,1,13,0,6,13,2,3,21,8,8,35,1,25,8,9,3,1,33,8,18,34,0,0,160.3203641,33.42552322,4.249417224,2.619465659,1.490589356,7.30E+01,4.413287522,6.316825834,25.35672956,17.22290379,34.71634637,2.451574291,0,17.13752012,12.85005281,29.30417874
4/6/2008,0,20,11,95,0,13,3,1,1,13,1,7,1,7,16,1,3,18,7,7,25,0,24,1,17,3,1,39,3,9,23,0,0,153.1053697,30.45864443,5.643566102,2.617520374,2.054896931,7.76E+01,4.355500071,6.355546884,34.55994609,20.02419731,38.5770994,2.481384728,0,17.233776,14.27306507,31.43740804
4/13/2008,0,15,11,78,0,20,2,0,0,11,2,5,0,11,7,1,6,10,9,11,26,0,31,3,13,4,0,32,7,11,25,0,0,143.55926,27.19821163,6.526823368,2.614629764,2.48149048,7.96E+01,4.3078877,6.500545236,39.12181841,22.26488859,40.34808543,2.526219446,0,17.33190768,15.78797413,33.01673365
4/20/2008,0,17,10,100,0,9,2,3,2,7,0,3,1,15,13,0,5,19,7,7,18,0,16,2,12,5,0,26,6,13,19,1,0,134.3610225,25.21303017,6.579922552,2.610793829,2.644963132,7.91E+01,4.270450289,7.184620321,41.77532104,23.43018534,39.24481799,2.586078444,0,17.43191493,17.39478,33.93389511
4/27/2008,0,21,8,65,0,12,1,2,4,4,2,4,0,11,11,3,3,26,13,5,29,0,13,4,15,2,0,23,3,12,21,0,3,123.2617174,24.44601536,5.802235175,2.606012568,2.545068021,7.66E+01,4.243188052,13.5463057,42.51885572,23.51907431,35.28877917,2.660961723,0,17.53379781,19.09348268,35.0509073
5/4/2008,0,21,10,92,0,11,3,0,5,12,4,5,0,4,8,2,3,16,7,7,41,0,23,2,18,8,0,22,6,14,24,0,1,104.3867779,23.48166756,4.247890847,2.600285983,2.194452447,70.91741006,4.226102607,22.44503294,41.42569298,22.56544956,28.22246674,2.750869285,0,17.63758094,20.84827097,35.86707971
5/11/2008,0,18,10,84,0,10,2,2,3,10,1,7,0,11,11,0,3,12,5,11,26,0,31,1,8,6,0,33,3,11,19,0,0,84.4618704,22.80333351,2.826097834,2.593614072,1.805551492,64.49743193,4.219192816,30.12694499,39.66539719,21.14780201,20.94147958,2.855801125,0,17.7432597,21.79963632,36.74092084
5/18/2008,0,23,9,82,0,18,4,5,2,7,1,6,0,10,14,2,4,17,6,11,26,0,21,3,11,2,2,30,4,15,25,0,0,70.23531805,22.81207865,2.292349378,2.585996836,1.554636871,59.22047001,4.222458026,33.50148183,38.28663858,20.10400208,15.9275053,2.975757246,0,17.85081474,21.11847909,37.99740234
5/25/2008,0,22,4,62,0,18,1,0,2,12,0,2,2,9,14,0,4,15,4,7,24,0,19,1,14,3,0,28,5,8,23,0,0,63.04256126,23.52004283,2.669015771,2.577434275,1.447044165,59.02919601,4.235898235,32.45450219,39.64459287,19.56316851,14.22341898,3.110737608,0,17.96024605,18.78204932,42.67586262
6/1/2008,0,19,9,90,0,17,3,1,0,12,1,2,0,13,9,4,5,20,4,6,34,0,27,6,9,2,0,26,6,14,30,0,2,58.6270032,30.26078033,3.954743205,2.567926389,1.482694666,61.88069268,4.259497302,26.98873212,42.4447417,19.39645597,14.17003389,3.260709963,0,18.07151785,14.79189502,51.95465049
6/8/2008,1,18,7,85,0,18,1,2,2,8,4,4,0,16,8,3,5,14,8,7,17,0,26,1,11,3,0,34,10,13,12,0,1,55.83507185,46.56153057,5.703690247,2.557473177,1.621605604,64.83310287,4.284902133,18.67538066,45.79814486,19.52254145,15.18451868,3.409242977,0,18.16645219,9.935063553,61.63742301
6/15/2008,0,21,10,87,0,19,4,1,3,6,1,6,0,8,14,1,7,15,5,5,20,0,23,2,22,0,0,32,5,11,15,1,0,53.07747327,51.16753614,6.745961953,2.546074641,1.758861556,65.62455994,4.290194844,11.63732513,47.37220933,19.7280283,15.9210674,3.513220919,0,18.19734988,6.275983476,65.73135016
6/22/2008,0,27,7,87,0,14,3,0,0,7,0,3,0,7,5,2,0,20,5,5,25,1,15,4,13,0,0,34,4,10,25,0,0,52.77969877,49.03086348,6.89198795,2.533730779,1.877461973,65.28965996,4.271828037,8.967381685,46.78896052,19.97832865,16.17919739,3.565657177,0,18.1564816,5.787150027,63.96338084
6/29/2008,1,17,7,84,0,12,3,1,5,12,1,6,0,6,6,2,2,21,8,6,31,0,25,1,19,0,0,35,3,12,27,0,0,53.9908197,40.15151259,6.141768239,2.520441592,1.977406857,63.22359709,4.229799661,7.188821536,44.04839844,22.29400031,15.99948308,3.566551751,0,18.04384752,5.901758964,55.3222929
7/6/2008,0,23,11,97,0,22,2,1,5,7,5,3,0,8,11,1,1,18,6,5,19,0,28,1,16,2,1,29,8,15,24,0,1,54.18063667,25.67884902,4.667312327,2.50620708,2.058696207,58.92730098,4.164107727,4.854788652,39.58398744,37.31783964,15.39991095,3.515904743,0,17.85944751,5.960509977,40.6987219
7/13/2008,0,22,8,78,0,11,2,3,4,9,0,3,1,12,9,3,4,19,6,6,25,1,28,1,8,3,0,26,5,11,34,0,2,53.46903286,12.70594816,3.530141855,2.491027242,2.121330022,55.22221738,4.074752433,3.133355542,36.07076449,43.24363962,14.87517888,3.413716051,0,17.60328166,5.963403065,27.60010848
7/20/2008,0,23,12,86,0,18,2,0,4,8,1,5,0,7,13,2,2,16,5,6,30,0,22,0,9,4,0,27,4,9,25,0,1,51.69165195,6.18611397,3.134797704,2.47490208,2.165308303,53.21330855,3.961733581,2.46676228,34.52817351,44.73348396,14.43498115,3.259985775,0,17.27534998,5.910438229,20.34212458
7/27/2008,0,24,10,68,0,10,1,2,0,13,1,8,3,7,11,2,4,18,5,4,20,1,29,2,11,4,0,24,1,15,28,0,0,49.17040605,6.110360412,3.482076214,2.457831592,2.190631051,57.31575251,3.82505117,2.990906228,35.89151364,41.78395439,14.07963368,3.054713816,0,16.87565238,5.99503202,18.41908928
8/3/2008,0,20,10,55,0,15,1,2,2,8,3,5,0,6,8,0,2,10,2,6,15,0,19,2,14,1,0,38,7,8,20,0,1,46.12801842,6.076507838,4.558406223,2.439864093,2.19743993,67.30118809,3.665402085,4.891859769,38.64261314,34.48390685,13.81303613,2.799177711,0,16.40596621,5.940914718,18.62574549
8/10/2008,0,18,4,61,0,15,1,1,2,6,4,6,1,7,6,2,3,10,5,1,26,1,25,2,13,1,0,21,8,8,17,0,0,43.14944391,6.008412955,5.915436771,2.422595718,2.190415157,76.52936748,3.505802542,7.040737556,40.96904894,25.76887853,13.75507267,2.535583539,0,15.92537948,5.84862296,19.82032517
8/17/2008,0,14,10,56,0,17,2,2,3,7,3,4,1,8,5,0,2,19,2,7,22,0,21,0,16,5,1,19,4,9,15,0,1,41.51659945,5.927900239,7.012834579,2.407950062,2.175197127,79.13775972,3.373991037,8.451742931,41.28981695,19.33484801,14.04898059,2.314796345,0,15.50759353,6.06628194,20.90795096
8/24/2008,0,18,4,65,0,20,3,2,5,6,0,2,0,7,15,1,2,11,2,7,21,0,20,1,12,0,0,28,5,3,18,0,1,43.08673325,5.836269001,7.81843097,2.396041646,2.152121642,75.02889403,3.27161887,9.293684949,39.50885047,18.16412823,14.70332813,2.139844368,0,15.1537785,6.545817402,21.82343937
8/31/2008,0,16,5,76,0,14,0,1,4,3,2,2,1,5,13,1,1,13,5,8,25,0,27,3,13,0,0,18,4,9,27,0,1,47.58021029,11.2850024,8.238535763,2.46300795,3.660840531,67.95069842,3.196154612,12.22616948,42.55141338,17.27821575,16.53205637,3.85283536,0,13.62032646,4.615868633,26.06756817
9/7/2008,0,26,9,59,0,15,3,1,2,4,1,7,0,7,10,1,0,14,1,7,33,0,22,1,10,0,0,27,6,10,20,0,2,51.25886353,7.642183038,8.802891258,2.304299056,0.5427464709,46.05039626,3.602442081,11.04455697,24.98809568,18.76066074,16.88895784,0.1709478854,0,18.90508624,10.96946012,23.77123003
9/14/2008,0,19,7,62,0,11,1,2,1,4,4,6,0,7,6,0,5,9,7,5,23,0,23,5,14,4,1,28,12,12,19,0,2,50.94597273,7.766466081,8.512506095,2.376739839,2.035750448,35.31508522,3.141139004,9.936891419,25.81542368,17.81686701,17.71042614,1.889999142,0,14.4761584,8.838150739,24.09127007
9/21/2008,0,19,14,74,0,18,1,0,3,10,3,6,2,8,10,1,5,17,3,10,22,0,23,2,7,1,0,22,8,17,26,0,1,52.89313943,8.586476127,8.174081432,2.375780384,1.981245137,34.2793892,3.156524492,8.497602315,23.59427644,18.2016019,17.90692557,1.898387735,0,14.37822656,9.146172449,23.33094833
